0100000007	Genesis
010213009b	Yahweh God had taken some soil and had formed from it all kinds of animals and birds, and he brought them to the man to hear what names he would give them.
010214009a	Then the man gave names to all the kinds of livestock and birds and wild animals, but none of these creatures was a partner that was suitable for the man.
01021500c0	So Yahweh God caused the man to fall into a deep sleep. While the man was sleeping, Yahweh took out one of the man’s ribs. Then he immediately closed the opening in his body [and healed it].
010216006d	Yahweh then made a woman from the rib that he had taken from the man’s body, and he brought her to the man.
01021700c5	The man exclaimed, “[Wow]! This is truly (someone like me/what I was looking for!) She is truly from my bones and from my flesh. So I will call her woman, because she was taken from me, a man.”
01021800e9	[The first woman was taken from the man’s body,] so that is why when a man and a woman marry, they must leave their parents. The man will join very closely to his wife, so that the two of them will be as though they are one person.
010219004b	Although the man and his wife were naked, they were not ashamed about that.
0103010117	The snake was more cunning than all the other wild animals that Yahweh God had made. [One day Satan gave to] the snake [the ability to talk to the woman]. The snake said to her, “Did God really say to you, ‘Do not eat the fruit from any of the trees in the park/garden’?”
01030200dd	The woman replied, “[What God said was], ‘Do not eat the fruit from the tree that is in the middle of the park/garden or touch it. If you do that, you will die. But you can eat fruit from any of the other trees.’”
010304004d	The snake said to the woman, “No, you will certainly not die. God said that
01030500e8	[only] because he knows that when you eat fruit from that tree, [you will understand new things. It will be as though] your eyes are opened [MET], and you will know what is good [to do] and what is evil [to do], just as God does.”
01030600f4	The woman saw that the fruit on that tree was good to eat, and it was very beautiful, and she desired it because [she thought] it would make her wise. So she picked some of the fruit and ate it. Then she gave some to her husband, and he ate it.
01030700d0	Immediately [it was as though] their eyes were opened, and they realized that they were naked, so they were ashamed. So they [picked] some fig leaves and fastened them together to make clothes for themselves.
01030800fa	[Late that afternoon], when a cool breeze was blowing, they heard the sound/footsteps of Yahweh as he was walking in the park/garden. So the man and his wife hid themselves among the bushes in the park/garden, [so that Yahweh God would not see them].
010309005c	But Yahweh God called to the man, saying to him, “Why are you [trying to hide from me]?”
01030a0086	The man replied, “I heard the sound of your [footsteps/walking] in the garden, and I was naked, so I was afraid and I hid myself.”
01030b00aa	God said, “How did you find out you were naked [RHQ]? It must be because you ate some of the fruit [from the tree] that I told you, ‘Do not eat its fruit.’” [RHQ]
01030c0087	The man said, “You gave me this woman to be with me. She is the one who gave me some of the fruit from that tree, and so I ate it.”
01030d0095	Then Yahweh God said to the woman, “Why did you do such a thing?” The woman replied, “I ate some of the fruit because the snake deceived me.”
01030e011c	Then Yahweh God said to the snake, “Because you did this, of all the livestock and the wild animals, I will curse/punish you alone. As a result, you [and all other snakes] will scurry across the ground on your bellies, and so what you eat will have dirt [on it] as long as you live.
01030f00fb	And I will cause you and the woman to act in a hostile way toward each other, and I will cause your brood and her descendants to act hostilely toward each other. You will strike at the heel [of one descendant] of hers, but he will strike your head.”
01031000fd	Then Yahweh said to the woman, “You will have great pain when you give birth to children; you will suffer great pain as your children are being born [DOU]. You will greatly desire your husband [to show affection for you], but he will rule over you.”
0103110156	Then Yahweh said to the man, “You heeded what your wife said, and you ate some of the fruit [of the tree] concerning which I commanded you saying, ‘Do not eat it.’ So I will make it difficult [to grow things in] the ground because of what you did. You will have to work hard as long as you live to produce things from the ground to eat.
01031200b3	Thornbushes and thistle plants and other weeds will grow [and prevent what you have planted from growing]. And for food, you will have to eat things that just grow in your fields.
01031300f6	[All your life] you will sweat as you work hard to produce food to eat. Then you will die [EUP], and your [body will be buried] in the ground. [I made] you from soil, so when you [die and are buried your body will decay] and become soil again.”
0103140085	[The man, whose name was] Adam, named his wife Eve, [which means ‘living’], because she became the ancestor of all living people.
010315005e	Then Yahweh God [killed some animals and] made clothes from their skins for Adam and his wife.
0103160112	Then Yahweh said, “Look! Those two have become like us because they know what is good [to do] and what is evil [to do]. So now, it will not be good if they reach out and pick and eat [some of the fruit from] the tree [which enables people who eat it] to live [forever]!”
01031700c0	So Yahweh God expelled the man and his wife from the garden of Eden. Yahweh God had created Adam from the ground, but now he forced him to till that ground [so that he could grow food to eat].
010318014b	After Yahweh expelled them, on the east side of the garden he placed (cherubim/creatures with wings) and [an angel holding] a flaming sword which flashed back and forth. He did that in order to block the entrance to the garden, so that people could not go back to the tree that enables people [who eat its fruit] to live [forever].
010401012d	Adam (had sex/slept) with his wife Eve, and she became pregnant and gave birth to a son whom she named Cain, [which sounds like the word that means ‘produce’], because, she said, “By Yahweh’s help I have produced a son.” Some time later she gave birth to another son, and she named him Abel.
0104020061	[After those boys grew up], Abel (tended/took care of) sheep and goats, and Cain became a farmer.
0104030063	One day Cain harvested some of the crops he had grown and brought them to Yahweh as a gift for him,
01040400d5	and Abel took from his flock some of the first lambs that had been born [and killed them] and, as a gift, gave to Yahweh the fatty parts, [which were the best parts]. Yahweh was pleased with Abel and his offering,
010405006b	but he was not pleased with Cain and his offering. So Cain became very angry, and his face looked dejected.
010406008f	Yahweh said to Cain, “(You should not be angry!/Why are you angry?) [RHQ] (You should not scowl like that!/Why do you scowl like that?) [RHQ]
0104070168	If you had done what was right (OR, if you do what is right) [RHQ], I would accept your offering. But if you do not do what is right, [your desire to] sin [is ready to attack you like a wild animal that] [PRS] crouches outside the doorway, [ready to spring on its victim] [MET]. [Your desire to] sin wants to control you, but you must (control/not obey) it.”
01040800ca	But one day, Cain said to his younger brother Abel, “Let’s go for a walk in the fields.” [So they went together]. And when they were in the countryside, suddenly Cain attacked Abel and killed him.
010409010d	[Later, even though] Yahweh [knew what Cain had done], he said to Cain, “[Do you know] where Abel, your younger brother, is?” Cain replied, “No, I do not know. (My job is not to guard my younger brother!/Am I supposed to take care of my younger brother?)” [RHQ]
01040a00b8	Yahweh said, “You have done a terrible thing [RHQ]! So now [it is as though] your younger brother’s voice is crying to me from the ground, demanding that his death must be avenged.
01040b009d	You have killed your younger brother, and the ground has soaked up his blood. So now I will expel you from this land and curse your efforts to produce crops.
01040c00bb	You will till the ground to plant crops, but the ground will produce very few [HYP] crops. And you will continually wander around the earth, and not have any place to live permanently.”
01040d003d	Cain replied, “You are punishing me more then I can endure.
01040e011f	You are about to expel me from the ground [that I have been cultivating], and I will no longer be able to come (into your presence/and talk with you). Furthermore, I will be continually wandering around the earth with no place to live permanently, and anyone who sees me will kill me.”
01040f0115	But Yahweh said to him, “No, that will not happen. I will put a mark on you to warn anyone who sees you that [I will punish him severely if] he kills you. I will punish that person seven times as severely as I am punishing you.” Then Yahweh put a mark on Cain’s forehead.
0104100073	So Cain left Yahweh and went to live in the land called Nod, [which means ‘wandering’], which was east of Eden.
01041100e3	Some time later, Cain (had sex/slept) with his wife, and she [became pregnant and] gave birth to a son, whom she named Enoch. Then Cain started to build a city, and he named the city ‘Enoch’, the same name that his son had.
010412011a	Enoch [grew up and married and] became the father of a son whom he named Irad. When Irad [grew up he] became the father of a son whom he named Mehujael. Mehujael [grew up and] became the father of a son whom he named Methuselah. Methuselah [grew up and] became the father of Lamech.
010413005e	When Lamech [grew up he] married two women. The name of one was Adah and the other was Zillah.
010414002b	Adah gave birth to [a son she named] Jabal.
01041500f1	Later, Jabal was the first person who lived in tents because he traveled from place to place to take care of livestock. His younger brother’s name was Jubal. He was the first person who made/played a (lyre/stringed instrument) and a flute.
01041600d4	[Lamech’s other wife] Zillah gave birth to a son whom she named Tubal-Cain. Later Tubal-Cain became a (blacksmith/one who made tools from bronze and iron). Tubal-Cain had a younger sister whose name was Naamah.
0104170096	One day Lamech said to his two wives, “Adah and Zillah, listen carefully to what I am saying. A young man struck me and wounded me, so I killed him.
01041800f8	Yahweh said long ago that he would avenge and punish anyone who killed Cain seven times as much as he punished Cain [for killing his younger brother]. So if anyone [tries to] kill me, I will punish him 77 times as much [as Yahweh punished Cain].”
010419012b	Adam continued to (have sex/sleep) with [EUP] his wife, and she [became pregnant and] gave birth to another son, whom she named Seth, [which sounds like the Hebrew word that means ‘given’], because, she said, “God has given me another child to take the place of Abel, since Cain killed him.”
01041a007d	When Seth grew up, he became the father of a son whom he named Enosh. About that time people began to worship Yahweh [again].
010501006f	Here is a list of the descendants of Adam. When God created humans, he caused them to be like him in many ways.
010502007a	He created one man and one woman. He blessed them, and on the day that he created them, he called them ‘human beings’.
010503007d	When Adam was 130 years old, he became the father of a son who [grew up to] be just like him. That was the son he named Seth.
0105040078	After Seth was born, Adam lived 800 more years, and during those years he became the father of other sons and daughters.
0105050032	Adam lived 930 years altogether, and then he died.
010506003b	When Seth was 105 years old, he became the father of Enosh.
0105070063	After Enosh was born, Seth lived 807 more years, and became the father of other sons and daughters.
0105080032	Seth lived 912 years altogether, and then he died.
010509003b	When Enosh was 90 years old, he became the father of Kenan.
01050a0063	After Kenan was born, Enosh lived 815 more years and became the father of other sons and daughters.
01050b0033	Enosh lived 905 years altogether, and then he died.
01050c003f	When Kenan was 70 years old, he became the father of Mahalalel.
01050d0067	After Mahalalel was born, Kenan lived 840 more years and became the father of other sons and daughters.
01050e0033	Kenan lived 910 years altogether, and then he died.
01050f003f	When Mahalalel was 65 years old, he became the father of Jared.
0105100067	After Jared was born, Mahalalel lived 830 more years and became the father of other sons and daughters.
0105110037	Mahalalel lived 895 years altogether, and then he died.
010512003c	When Jared was 162 years old, he became the father of Enoch.
0105130061	Jared lived 800 years after Enoch was born, and he became the father of other sons and daughters.
0105140033	Jared lived 962 years altogether, and then he died.
0105150040	When Enoch was 65 years old, he became the father of Methuselah.
0105160087	Enoch lived in close fellowship with God for 300 years after Methuselah was born, and he became the father of other sons and daughters.
010517003e	Enoch lived 365 years altogether in close fellowship with God.
0105180052	Then one day he disappeared, because God took him away [to be with him in heaven].
0105190042	When Methuselah was 187 years old, he became the father of Lamech.
01051a0064	Methuselah lived 782 years after Lamech was born, and became the father of other sons and daughters.
01051b0038	Methuselah lived 969 years altogether, and then he died.
01051c003d	When Lamech was 182 years old, he became the father of a son,
01051d00dd	whom he named Noah, [which sounds like the Hebrew word that means ‘relief’], because he said, “He will bring us relief from all the hard work we have been doing to produce food from the ground that Yahweh cursed.”
01051e005d	Lamech lived 595 years after Noah was born and became the father of other sons and daughters.
01051f0034	Lamech lived 777 years altogether, and then he died.
01052000d0	When Noah was 500 years old, he became the father of a son whom he named Shem. Later he became the father of another son whom he named Ham, and later he became the father of another son whom he named Japheth.
0106010063	When people began to become very numerous all over the earth, and many daughters were born to them,
01060200c6	some of the men who (belonged to/believed in) God saw that some of the women who did not (belong to/believe in) God were very beautiful. So they took whichever ones they chose to become their wives.
0106030119	Then Yahweh said, “[I will] not [allow] my Spirit to keep people alive forever (OR, the breath of life will not remain in people forever). They will die eventually. They will live not more than 120 years before they die (OR, there will be only 120 more years before they die).”
010604014a	There were [giants called] Nephils who lived on the earth at that time and later. During that time [some of the Nephil] men who (belonged to/believed in) God had sex [EUP] with women who did not (belong to/believe in) God, and they gave birth to children. The Nephils were considered to be heroic fighters, and they became famous.
010605007b	Yahweh saw that people on the earth had become very wicked, and that everything they thought about evil things continually.
0106060029	Yahweh was sorry that he had made people.
01060700eb	So he said, “I will completely destroy the people I made. I will also destroy all the animals and the creatures that scurry across the ground and the birds. None of them will remain on the earth, because I regret that I made them.”
0106080021	But Yahweh was pleased with Noah.
01060900ab	This is why: Noah was a man who always acted in a righteous way. No one who lived at that time could criticize him about anything. Noah lived in close fellowship with God.
01060a003d	Noah became the father of three sons: Shem, Ham, and Japheth.
01060b00a7	At that time God considered that everyone else on earth was very wicked, and everywhere on the earth, people [MTY] were acting cruelly and violently toward each other.
01060c0088	God was dismayed when he saw how evil people [MTY] were, because everyone (OR, all living creatures) had begun to behave in an evil way.
01060d00cf	So God said to Noah, “I have decided to destroy everyone, because all over the earth people are acting violently toward each other. So I am about to get rid of them as well as everything else on the earth.
01060e00ca	[I want you to] make for yourself a large boat from cypress wood. Make rooms inside it. Cover the outside and the inside with tar [to make it (waterproof/so that water cannot get in and sink the boat]).
01060f0089	This is the size you must make it: It shall be (150 yards/135 meters) long, (25 yards/22.5 meters) wide, and (15 yards/13.5 meters) high.
0106100108	Make a roof for the boat. Leave a space of about (18 in./.5 meter) between the sides and the roof to let air and light enter (OR, the middle of the roof should be 18 inches higher than the sides). Build the boat with three decks inside, and put a door in one side.
0106110095	Listen carefully! I am about to cause a flood to occur that will destroy every creature that lives beneath the sky. Everything on the earth will die.
010612006c	But I will make an agreement with you(sg): You and your wife, your sons and their wives will enter the boat.
01061300c0	And I want to save some of all kinds of creatures. So you must also bring two of all living creatures, a male and a female, into the boat with you, so that their species also may remain alive.
01061400f3	Two of every kind of creature will come to [in order that by your putting them in the boat] you will keep them alive. They will include two of each kind of bird and each kind of animal and each kind of creature that scurries across the ground.
0106150074	You must also take some of every kind of food that you and all these animals will need, and store it in the boat.”
010616002f	So Noah did everything that God told him to do.
010701009f	Then Yahweh said to Noah, “I have seen that out of everyone who is now living, you alone always act righteously. So you and all your family go into the boat.
01070200f4	Take with you seven pairs of every kind of animal that I have said I will accept for sacrifices. Take seven males and seven females. Also take a male and a female from every kind of animal that I have said that I will not accept for sacrifices.
0107030057	Also take seven pairs of every kind of bird from all over the earth to keep them alive.
01070400ce	Do this because seven days from now I will cause rain to fall on the earth. It will rain constantly for 40 days and nights. By doing that, I will destroy everything that I have made that is on the earth.”
010705002f	Noah did everything that Yahweh told him to do.
0107060038	Noah was 600 years old when the flood covered the earth.
010707006c	Before it started to rain, Noah and his wife and his sons went into the boat to escape from the flood water.
01070800d6	Pairs of animals, those that God said that he would accept for sacrifices and those that he would not accept for sacrifices, and pairs of birds and pairs of all the kinds of creatures that move close to the ground,
0107090066	males and females, came to Noah and then went into the boat, just as God told Noah that they would do.
01070a004a	Seven days later, it started to rain and a flood began to cover the earth.
01070b00fa	When Noah was 600 years old, (on the 17th day of the second month [of that year/late in October]), all the water that is under the surface of the earth burst forth, and it began to rain so hard that it was as though a dam [MET] in the sky burst open.
01070c0039	Rain fell on the earth constantly for 40 days and nights.
01070d0086	On the day that it started to rain, Noah went into the boat with his wife, and his three sons, Shem, Ham, and Japheth and their wives.
01070e009e	They had already put in the boat some of every kind of wild animal and every kind of livestock and every kind of bird and every other creature that has wings.
01070f0037	Pairs of all animals came to Noah and entered the boat.
0107100097	There was a male and a female of each animal that came to Noah, just as God had said they would do. After they were all in the boat, God shut the door.
0107110077	It rained for 40 days and nights, and the flood increased. It flooded until the water lifted the boat above the ground.
0107120051	As he water rose higher and higher, the boat floated on the surface of the water.
0107130045	The water rose all over the earth until it covered all the mountains.
0107140051	Even the highest mountains were covered by more than (20 feet/6 meters) of water.
01071500be	As a result, every living creature on the surface of the earth died. That included birds and livestock and wild animals and other creatures that scurry across the ground, and all the people.
0107160040	On the land, (everything that breathed/every living thing) died.
01071700b0	God destroyed every living creature: People and animals and creatures that scurry across the ground and birds. Only Noah and those who were in the boat with him remained alive.
0107180037	The flood remained like that on the earth for 150 days.
01080100ec	But God (did not forget/thought) about Noah and all the wild animals and all the kinds of livestock that were with him in the boat. So one day God sent a wind to blow across the earth, and the wind caused the water [to begin] to recede.
010802009d	God caused the water that was under the earth to stop bursting forth, and he caused the floodgates of water from the sky to close so that it stopped raining.
0108030049	The water on the earth gradually receded. 150 days after the flood began,
0108040088	(on the 17th day of the seventh month [of that year/late in March]), the boat came to rest on one of the mountains in the Ararat region.
0108050084	The water continued to recede until, on the first day of the tenth month [of that year], the tops of other mountains became visible.
0108060065	40 days later, Noah opened the window that he had made in the side of the boat, and sent out a raven.
0108070059	The raven flew back and forth [to and from the boat] until the water was completely gone.
0108080051	Then Noah sent out a dove to find out if the water had all receded on the ground.
01080900d8	But the dove did not find any place to perch, so it flew back to Noah in the boat, because there was still water all over the surface of the earth. So Noah reached out his hand and took the dove back inside the boat.
01080a0049	Noah waited seven more days. Then he sent the dove out of the boat again.
01080b00e6	This time the dove returned to him in the evening and, [surprisingly], in its beak there was a leaf from an olive tree that the dove had just plucked. Then Noah knew that the water had truly receded from the surface of the ground.
01080c0065	Noah waited seven more days. Then he sent the dove out again, but this time it did not return to him.
01080d0100	Noah was now 601 years old. By the first day of the first month [of the Jewish year], the water had completely drained away from the ground. Noah removed the covering on top of the ark, and he was surprised to see that the surface of the ground was drying.
01080e0041	By the 27th day of the next month, the ground was completely dry.
01080f0016	Then God said to Noah,
0108100046	“Leave the boat, along with your wife and your sons and their wives.
01081100b1	Bring out with you all the birds, the animals, and all the creatures that scurry across the ground, in order that they can spread all over the earth and become very numerous.”
0108120048	So Noah left the boat, along with his wife and his sons and their wives.
01081300c7	And every kind of creature, including all those that scurry across the ground, all the birds, every creature that moves on the earth, left the boat. They left the boat in groups of their own species.
01081400d5	Then Noah built a (stone altar/place for offering sacrifices) to Yahweh. Then he took some of the animals that Yahweh had said were acceptable as sacrifices and killed them. Then he burned them whole on the altar.
0108150158	When Yahweh smelled the pleasant odor, he was pleased with the sacrifice. Then he said to himself, “I will never again devastate everything on the earth because of the sinful things people do. Even though everything that people think is evil from the time they are young, I will not destroy all the living creatures again, as I did this time.
010816011f	As long as the earth exists, each year there will be seasons for planting seeds and seasons for harvesting crops. Each year there will be times when it is cold and times when it is hot, summer and winter (OR, rainy season and dry season). Each day there will be daytime and nighttime.”
0109010079	Then God blessed Noah and his sons, saying to them, “I want you to have many children who will live all over the earth.
01090200bd	All the wild animals on the earth and all the birds, all the creatures that scurry across the ground, and all the fish, will be very afraid [DOU] of you. I have put them under your control.
010903007b	Just as I previously said you could eat green plants for food, now I am saying you can eat everything that lives and moves.
01090400cb	[It is blood that causes creatures to be alive], therefore you must not eat meat that still has blood in it after the animal is killed. [After you have drained the blood out, you may cook it and eat it].
01090500a4	I insist that murderers must be executed. Animals that kill people must also be executed. The reason that everyone who murders someone else must be executed is that
01090600a2	I made people to be like myself [in many ways]. So someone who murders another human being must be executed by others, [because he killed someone who is like me].
0109070079	As for you, I want you to produce many children, in order that they and their descendants may live all over the earth.”
0109080023	God also said to Noah and his sons,
0109090057	“Listen carefully. I am now making a solemn promise to you and with your descendants,
01090a00b7	and with all the living creatures that are with you—including the birds, the livestock, and the wild animals—every living creature on the earth that came out of the boat with you.
01090b009f	This is the promise that I am making to you: I will never again destroy all living creatures by a flood, or destroy everything else on the earth by a flood.”
01090c00ac	Then God said to him, “This is the sign to guarantee that I will keep the promise that I am making to you and to all living creatures, a promise that I will keep forever:
01090d0089	[From time to time] I will put a rainbow in the sky. It will remind me of my promise that I have made to you and everything on the earth.
01090e004c	When I cause rain to fall from the clouds, and a rainbow appears in the sky,
01090f00af	it will remind me about the promise that I have made to you and all living creatures, my promise that there will never again be a flood that will destroy all living creatures.
01091000c2	Whenever there is a rainbow in the sky, I will see it, and I will think about the promise that I have made to every living creature that is upon the earth, a promise that I will keep forever.”
0109110086	Then God said to Noah, “The rainbow will be the sign of the promise that I have made to all the creatures that live on the earth.”
010912006d	The sons of Noah who came out of the boat were Shem, Ham, and Japheth. Ham later became the father of Canaan.
0109130048	All the people on the earth are descended from those three sons of Noah.
0109140029	Noah was a farmer. He planted grapevines.
010915009c	[When they later produced grapes, he made wine from the grapes]. One day, when he drank too much of the wine, he became drunk, and he lay naked in his tent.
0109160087	Ham, the father of Canaan, saw his father lying naked in the tent. So he went outside and told his two older brothers what he had seen.
01091700f6	Then Shem and Japheth took a large cloth and placed it across their backs, and walked backwards into the tent. They covered their father’s naked body with the cloth. Their faces were turned away from their father, so they did not see him naked.
0109180073	When Noah woke up [and was sober again], he found out how wrongfully Ham, his youngest son, had behaved toward him.
0109190075	He said, “I am cursing Ham’s youngest son, Canaan, and his descendants. They will be like slaves to their uncles.
01091a0092	I will ask God to enlarge the territory that belongs to Japheth, and allow his descendants to live peacefully among the descendants of Shem [MTY].
01091b005b	And I desire that Canaan’s descendants will be like slaves of Japheth’s descendants.”
01091c002a	Noah lived 350 more years after the flood.
01091d0022	He died when he was 950 years old.
010a010085	(This is/I will now give) a list of the descendants of Noah’s sons, Shem, Ham, and Japheth. They had many children after the flood.
010a02004f	The sons of Japheth were Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.
010a030036	The sons of Gomer were Askenaz, Riphath, and Togarmah.
010a04003e	The sons of Javan were Elishah, Tarshish, Kittim, and Dodanim.
010a0500d7	Those sons and their families who were descended from Javan lived on the islands and on the land close to the [Mediterranean] Sea. Their descendants became tribes, each with its own language and clans and territory.
010a060039	The descendants of Ham were Cush, Egypt, Put, and Canaan.
010a070078	The descendants of Cush were Seba, Havilah, Sabtah, Raamah, and Sabteca. The descendants of Raamah were Sheba and Dedan.
010a080071	Another one of Cush’s descendants was Nimrod. Nimrod was the first person on earth who became a mighty warrior.
010a0900c4	Yahweh saw that he had become (OR, caused him to become) a great hunter. That is why people say to a great hunter, “Yahweh (sees that you are/has caused you to be) a great hunter like Nimrod.”
010a0a0077	Nimrod became a king who ruled in Babylonia. The first cities over which he ruled were Babel, Erech, Accad, and Calneh.
010a0b0060	From there he went [with others] to Assyria and built the cities of Nineveh, Rehoboth-Ir, Calah,
010a0c003c	and Resen. Resen was a large city between Nineveh and Calah.
010a0d004c	Ham’s son, Egypt, became the ancestor of the Lud, Anam, Lehab and Naphtuh,
010a0e005c	Pathrus, Casluh and Caphtor people-groups. The Philistine people were descended from Casluh.
010a0f006c	Ham’s youngest son, Canaan, became the father of Sidon, who was his eldest son, and Heth, his younger son.
010a100039	Canaan was also the ancestor of the Jebus, Amor, Girgash,
010a11000e	Hiv, Ark, Sin,
010a120063	Arved, Zemar and Hamath people-groups. Later the descendants of Canaan dispersed over a large area.
010a1300e3	Their land extended from Sidon [city] in the north as far south as Gaza [town], and then to the east as far as Gerar [town], and then farther east to Sodom, Gomorrah, Admah, and Zeboiim [towns], and even as far as Lasha [town].
010a140077	Those are the descendants of Ham. They became groups that had their own clans, their own languages, and their own land.
010a15006f	Shem, the older brother of Japheth, became the father of Eber, and the ancestor of all the descendants of Eber.
010a16003c	The sons of Shem were Elam, Asshur, Arphaxad, Lud, and Aram.
010a170030	The sons of Aram were Uz, Hul, Gether, and Mash.
010a180047	Arphaxad became the father of Shelah. Shelah became the father of Eber.
010a1900e9	Eber became the father of two sons. One of them was named Peleg, [which means ‘division’], because during the time he lived, people on [MTY] the earth became divided and scattered everywhere. Peleg’s younger brother was Joktan.
010a1a0043	Joktan became the ancestor of Almodad, Sheleph, Hazarmaveth, Jerah,
010a1b0016	Hadoram, Uzal, Diklah,
010a1c0015	Obal, Abimael, Sheba,
010a1d0047	Ophir, Havilah, and Jobab. All those people were descended from Joktan.
010a1e0082	The areas in which they lived extended from Mesha westward to Sephar, which is in the (hill country/area that has a lot of hills).
010a1f0073	They are descendants of Shem. They became groups that had their own clans, their own languages, and their own land.
