2800000007	Matthew
280116005e	A wen oanongaen minikkeei pwe epwe pwaeritae meeta we profeta a aepesa pwe mwaeniaei Soamwoon:
2801170086	“Erhai aeterhooapwut epwene pwoopwo nge a naini erhai aetemwaaen, repwe aeitae ngaeni Immanuel”, (wewen nge “Deus eno reerh”).
280118007c	Iwe oatowe Joseph a mmasetae, a feeori wunuunun miniwe angkenus we naiun Soamwoon e aepesa ngaeni. Iwe a pwiuniuwaeni Maria.
2801190068	Nge Joseph ese maiur ngaeni Maria toori aan nainitiw aetewe naiun. Iwe, Joseph a aeita aetewe pwe Jesus.
28020100c8	Iwe, Jesus a wupwutiw noan Bethlehem we aepinoamwon Judea wene mweoiun king Erotes. Ese ssiunaei mwo mwirin, nge aaemweoi mwaaen saengi faniuwaen eotiw re metefaaegini wunuunun fiiu ra itto Jerusalem.
280202009d	Ra aeiineo pwe, “Iya iga eno king we aar re Jews ee iwe a supw? Aeiweri taetaen fiiu we aeginnen aan ittae me eotiw. Iwe aeiya itto pwe aeipwe aesirowu.”
2802030072	Oatowe king Erotes a rongorong iiy kkepas we, a toagun aenneew noa nee tipan, pwan oanongeer noa rhooan Jerusalem.
280204007d	A faingiir oanongeer soamwooniir patere kkewe, me sinsein anniug kkewe nge a aeiineeor aere iya iga Kristus epwe wupwutiw ee.
2802050076	Iwe nge ra iura pwe, “Epwe wupwutiw me noan Bethlehem noan Judea. Pwe ieei wunuunun miniwe profeta we e foatogi pwe:
28020600a9	‘Een Bethlehem noan faniuwaen Judah, wosoapw foakkon sessoan me neeiin taeninimwaei Judah, pwe erhai soamwoon epwe toowow saengiug, epwe nemaeni naeyi re Israel.’”
2802070093	Iwe Erotes a faingiir rhooan emwaamw kkewe re ittiw me eotiw pwe repwe sseoiu noan mwoanomwoan. Iwe Erotes a aeiineo firhiir oaton taetaen fiiu we.
28020800b8	Mwirin nge a aefengaar noa Bethlehem nge a aetiwenig ngaeniir pwe, “Oawpwe noa giutta firhiy iiy aetena. Nge aere oawwa weri, oawwa aengaeniaei, pwe ngaang ipwe pwan noa aesirowu.”
28020900d0	Mwirin aaen king we kkepas ngaeniir iwe nge ra noa. Iwe, oatowe re feffaaeraeg noa, ra pwan weri sefaaeniy fiiu we reweri mwo me eotiw, nge a gommw noa memmweer a noa iugiu noa me wooan iimw we aetewe eno ee.
28020a0027	Oatowe reweri fiiu we nge ra igin kker.
28020b00c3	Iwe, ra toonong noan iimw we nge ra weri aetewe me Maria iwe inan, iwe ra foatotiw me mmwan nge ra aesirowu. Mwirin ra iseni tiw niffang kkewe aar: gold, frankincense me myrrh iwe ra fang ngaeni.
28020c007e	Iwe, Deus a kkepas ngaeniir noan aar ttan, pwe resoapw sefaaeniti Erotes, ina minne ra sefaaeniti faniuweer wooan eew noa aan.
28020d0144	Mwiriir rhooan emwaamw kkewe ra noa, nge erhai naiun Soamwoon angkenus a pwae ngaeni Joseph noan aan ttan nge a aengaeni pwe, “Erotes imwu e giutta aetena pwe epwe niiy noa. Rhimwitae wopwe pwigi aetena me niemwu inan nge oawwa kkewaeg noa Egypt. Oawpwe noa no iginaan toori oatona ipwe aengaeniug pwe oawpwene sefaaen.”
28020e0067	Iwe, Joseph a rhimwitae noan rhag pwongin we iwe a pwigi aetewe me niewe inan nge ra kkewaeg noa Egypt.
28020f00a8	Ra noa no Egypt toori aaen Erotes mae noa. A wen minneei pwe epwe nnet miniwe profeta a aepesa pwe mwaeniaen Soamwoon, “Iya faingiwow mwaaen na Naeyi saengi Egypt.”
2802100159	Oatowe Erotes enoa giuneei noa pwe rhooawe re ittiw me eotiw re oatupwu, nge a igin soong. Iwe, a akkiuneo pwe repwe niir noa oanongeer aetemwaaen kka a ruwowu raegiir aere wonigaet tiw me faar me noan Bethlehem me niugiun Bethlehem. A feeori minneei, pwe e ayiureoyiura ngaeni oaton taetaen fiiu we a giuneei saengiir rhooawe re ittiw me eotiw.
2802110046	A wen minneei pwe epwe pwaeritae miniwe profeta Jeremiah e aepesa pwe:
2802120085	“Aeremas ra rongorong mweireirei saeng me noan Ramah. Rachel a saengitiir aetekkewe naiun. Iwe esa rhipino, pwe naiun ra maenoa.”
2802130064	Mwirin aaen Erotes maenoa, erhai naiun Soamwoon angkenus a pwae ngaeni Joseph noan aan ttan me Egypt
28021400be	nge a aengaeni pwe, “Wopwe rhimwitae nge wa pwigi aetena me niemwu inan iwe, oawwa sefaaen noa wooan faniuwaen Israel, pwe rhooawe re niunniuwaennei repwe niiy noa aetena nge ra maenoa.”
280215004e	Iwe Joseph a rhimwitae, a pwigi aetewe me niewe inan nge ra sefaaeniti Israel.
28021600d8	Nge oatowe Joseph a rongorong pwe Archelaus a ssiuweniy king Erotes we seman me noan Judea, iwe a mesag aan epwe noa igiwe. Noan aan ttan, Deus a pwan aetiwenig ngaeni iwe ina minne a noa wooan faniuwaen Galilee reen
2802170093	nge a noa no noan aepinoamw we itan Nazareth. Iwe ieei minne epwe pwaeritae minikkiwe profeta kkewe re aepesa, “Epwe ffai pwe iiy re Nazareth.”
2803010061	Reen oaton naan nge John Baptist a noa noan eew desert me noan Judea iwe a rhaepiy tae aan fenai.
2803020054	Iwe, a iura pwe, “Oawpwe toagun saengi monofitimi, pwe Mweoiu Naaeng a arapeto.”
28030300ca	Iiy John miniwe profeta Isaiah e aepesa kkepesan iwe e iura pwe, “Erhai a iyaekkepwas me noan desert: ‘Oawpwe oamoannatae ennepaen Soamwoon; oawpwe awenecchera eew aan pwe epwe faaeraeg wooan.’”
28030400ab	John e memmengaag mengaag effeeor saengi iunaen camel, nge pwaanto na aan effeeor saengi ginin maan, nge anan mwongo ina manni neeiin waniwan ina nirhiugiunpweon me honey.
2803050089	Aeremas ra maegeto reen saengi Jerusalem me oanongaen pwiuneoi me noan Judea, pwan saengi oanongaen pwiuneoi me niugiun pwupwu we Jordan.
280306004d	Ra pwuwafayiuw noa monofitiir, nge John a paptismusaar noan pwupwu we Jordan.
28030700e5	Igiwe John a weriir towunepeer Pharisees me Sadducees kkewe re itto reen pwe epwe paptismusaar, a aengaeniir pwe, “Aaemi sowufaeng! Iyo e aengaenigaemi pwe oawpwe mmwenen kkewaeg saengi aaen Deus aegaeregaer iga epwe aefengato?
2803080051	Oaw ssiuweniy wegitaegimi pwe epwe pwaeri noa pwe oawwa toagun saengi monofitimi.
28030900c8	Oawsoapw niunniuwaennei pwe oawwa taaw saengi aaen Deus aegaeregaer reen aaemi aepesa pwe Abraham minne rhaepetomi. Ngaang ipwe aengaenigaemi, pwe Deus emmwenen feeori faai kaan pwe tettaenin Abraham!
28030a00a0	Eew soapaen a oamoannatae pwe epwe gopiy tiw waniwan saengi waeran. Oanongaen waniwan kka ese gacch uwaan nge epwe gopogop tiw nge e aekkaerh nong noan aengaet.
28030b0100	“Ngaang iya paptismusaegaemi reen rhaan pwe pwaepwaenoan aaemi toagun saengi monofitimi. Iwe nge erhai ina epwe itto me mwiriy epwe paptismusaegaemi reen Espritu Santus me aengaet. Iiy ina e taegias saengiaei, nge ese fin mwo nge aaei ipwe pwigi nokkaan.
28030c00d2	A kkemwarh aan sepwin pwe epwe aeyimweoiuw fesaenngiy faiun saengi peeon. Iwe, epwe ioni fengaenniy faiun nge a iseni nong noan aan imwaen iseis, nge peeon epwe oatoranong noan aengaet we ese mmwenen gunnoa.”
28030d0063	Noan oaton naan nge Jesus a itto me Galilee a itto reen pwupwu we Jordan, pwe John epwe paptismusa.
28030e00a7	Nge John a menaen epwe ssiuweniy aan niunniuwaen. Iwe, a aengaeni pwe, “Iureoyiureon pwe een wopwe faer paptismusaeyaei, nge meeta een wa faer noa itto reei reen?”
28030f0094	Nge, Jesus a paniuwaeni pwe, “Wopwe nigiti noa mwo ina. Pwe igina nge sipwe tapweei mwo oanongaen meeta tipaen Deus.” Iwe John a tipieew ngaeni.
28031000b5	Igiwe rhag Jesus a moann me paptismus noa, a teeotae me noan rhaan we. Iwe naaeng a sugaeg ngaeni nge a weri Espritu Santus aan ittiw nge eweei rhag erhai dove a ittiw soatiw wooan.
280311007a	Iwe nge eew mangiungiu a ittiw me noan naaeng a aepesa pwe, “Ieei naeyi mwaaen aerhaengerhaeng, iye efin tipaei reen.”
2804010050	Iwe Espritu a paeninoa Jesus noan desert we pwe epwe noa sessoat me reen Saetan.
2804020060	Nge mwirin aaen Jesus aecchigipin noan faaeig raaen me faaeig pwoong, iwe a meyaefi aan pecchai.
2804030086	Iwe, Saetan we a itto reen nge a aengaeni pwe, “Aere een Naiun Deus, wopwe aengaeniir faai kaan pwe repwe ssiuwen ngaeni fenoawa.”
28040400b3	Nge Jesus a paniuwaeni pwe, “Pwapwior we e Santus e aepesa pwe, ‘Saapw fenoawa rhag minne aeremas repwe menaw reen, pwe re menaw reen oanongaen kkepas kka Deus a aepesa.’”
2804050082	Iwe Saetan we a paeninoa Jesus Jerusalem, aepinoamw we e santus, nge a noa aiuwtae pwiuneoi we oarosaen taegias me reen Temple we.
28040600f7	Iwe, a aengaeni pwe, “Aere een Naiun Deus, wa oatoroagotiw me igeei, pwe Pwapwior we e Santus e aepesa pwe, ‘Deus epwe akkiuneeor naiun angkenus repwe aemmwenoag. Repwe ammwarhiug tae noan paiiur pwe pirhemw mwo nge ete woas ngaeni faai.’”
2804070071	Jesus a paniuwaeni pwe, “Pwapwior we e Santus epwan aepesa pwe, ‘Wosoapw soatoni Deus na oamw Soamwoon.’”
2804080088	Mwirin Saetan we a pwan paenitae Jesus wooan eew rhug igin taegias nge a pwaeri ngaeni mweoiun feoniufan me oanongaen minikkena nningen.
2804090083	Iwe, a aengaeni Jesus pwe, “Oanongaen minikkeei ipwe ngaenneog, aere wopwe foatotiw me weni mmwaei nge wa oassotupw ngaeniaei.”
28040a00a9	Jesus a paniuwaeni pwe, “Siunoa Saetan! Pwe Pwapwior we e Santus e aepesa pwe, ‘Wopwe oassotupw ngaeni Deus na oamw Soamwoon nge iiy rhag wopwe engaang ngaeni.’”
28040b004c	Iwe rhag nge Saetan we a siusaengi Jesus, iwe nge angkenus ra itto tipaengi.
28040c0050	Igiwe Jesus a rongorong pwe ra iseni nong John noan kanepwus, iiy a noa Galilee.
28040d0084	Ese notiw noan Nazareth, pwe a noa no noan Capernaum, eew aepinoamw oaron meoneoiniuniun Galilee noan faniuwaen Zebulun me Naphtali.
28040e0042	A feeori minneen pwe epwe nnet miniwe profeta Isaiah e aepesa pwe,
28040f0099	“Faniuwaen Zebulun me faniuwaen Naphtali wooan aanna enoa ngaeni eew meoneoiniun, peiginoan pwupwu we Jordan me Galilee, faniuweer rhooawe re Gentiles!
28041000a2	Aeremas kkewe reno noan rorhappiung repwene weri eew seram faeregit, nge rhooakkena reno noan rorhappiungiun faniuwaen mae ina eew seram epwene ttinitiw wooar.”
2804110078	Saengi iiy oatowe nge Jesus a rhaepiy tae aan fenai, “Oawpwe toagun saengi monofitimi, pwe Mweoiu Naaeng a arapeto!”
28041200c3	Nipwaen aaen Jesus a faaeraeg ngaerhei meoneoiniuniun Galilee, a weriir riiurhai rhooan fita nge re pwipwi, Simon (pwan itan Peter) me Andrew iwe pwiin, rewuug fetaen iig noan iiy meoneoiniun we.
2804130072	Jesus a aengaeniir pwe, “Oaw itto tapweaei pwe ipwe oasuguuna ngaenigaemi wunuunun aaemi oawpwe fita aeremas.”
2804140046	Oatowe rhag nge ra siusaengi wuug kkewe aar nge ra tapweei noa mwirin.
28041500da	Jesus a pwan faaeraeg noa nge a pwan weriir riiurhai mwaaen pwipwi, James me John, ikkiwe naiun Zebedee. Reno wooan pwoot we waar reen mwaaen we semeer Zebedee, re aemmwena wow wuug kkewe aar. Iwe nge Jesus a faingiir.
2804160059	Oatowe rhag nge ra siusaengi pwoot we waar me mwaaen we semeer nge re tapweei noa mwirin.
28041700c8	Iwe, Jesus a mwet fetaen wooan oanongaen Galilee, nge e fenai me noan wutteer Jews we nge e fenaiuw Kkepas Mwamwaai we reen Mweoiu Naaeng, me pwan aecchipwaar aeremas kkewe eweriir mesemesaen semwaai.
280418010c	Kkepesaen Jesus a rheeoi noa wooan oanongaen faniuwaen Syria, iwe aeremas ra pweipwog to oanongeer rhooa semwaai reen, rhooakka eweriir mesemesaen semwaai me metaeg, aeremas kka waen aniu, man ngong me aeremas kka re maemerhoar. Iwe, Jesus a aecchipwaar tae oanongeer.
2804190093	Re towunap aeremas kka rettapw mwirin Jesus saengi Galilee me Decapolis, saengi Jerusalem me Judea me faniuw we eno epeig me reen pwupwu we Jordan.
280501007f	Igiwe Jesus a weri pwuwaen aeremas kkewe, iwe a ittae wooan eew rhug a ittae mooat tiw. Rhooan kkayeo kkewe naiun ra itto reen.
280502002a	Iwe, Jesus a rhaepetae aan fenai ngaeniir:
280503005b	“Ra wenepwu rhooan giuneei pwe ngeoniiur e affayeo; pwe iir repwe mweoiuni Mweoiu Naaeng.
2805040042	Ra wenepwu rhooa nee tip cchoaw nee tipeer, pwe Deus epwe rhipeer.
280505003c	Ra wenepwu rhooa mesoan, pwe iir repwe faniuwaeni feoniufan.
2805060077	Ra wenepwu rhooan mwerhaen feeori minne epwiung me faaen mesaen Deus, pwe Deus epwe fang ngaeniir minikkena re tipaeni.
280507003c	Ra wenepwu rhooa ffayeo, pwe Deus epwe pwan ffayeo ngaeniir.
280508003f	Ra wenepwu rhooa nimegacch nee tipeer, pwe iir repwe weri Deus.
280509004a	Ra wenepwu rhooan engaengaen oapoas, pwe Deus epwe faingiir pwe iir naiun.
28050a0063	Ra wenepwu rhooa aewwaeiraes reen aar feeori nee tipaen Deus, pwe iir repwe mweoiuni Mweoiu Naaeng.
28050b007a	“Oaw wenepwu aaemi rhooana re ffeeoretae kkepesaemi, nge re aewwaeiraesigaemi, me aepesa aenneewagaemi pwe aegin ngaang.
28050c00a3	Oawkker nge a mwamwaai nee tipaemi, pwe a yor paniuwaemi ina e igin faeregit me naaeng. Pwe ieei wunuunun aar pwan aewwaeiraesiir profeta kkewe regommw me mmwaemi.
28050d00d5	“Aaemi oawwa taeppen rhag aesiig faaen iteer aeremesaen feoniufan. Pwe aere aesiig esa saaet no, esoapw mmwen sipwe aesaaeti sefaaeniy. Iwe esa yor no ipitan, epwe aekkaerh wow pwe aeremas repwe pwuri fetaeneei.
28050e005a	“Aaemi seremaen feoniufan. Eew aepinoamw ne eno wooan eew rhug esoapw mmwenen mwoanonoa.
28050f009b	Esooar erhai aeremas ne epwe figi eew oappwun nge a iseni nong faaen eew saepiy, pwe epwe faer iseni tae wooan nenien, pwe epwe aesseremaar rhooan iimw we.
2805100097	Epwe ieei wunuunun seremaemi aan epwe ttin memmweer aeremas, pwe repwe giuneei aaemi wegitaeg mwamwaai iwe nge re aepingepinga Semaemi me wooai naaeng.
28051100d6	“Oawsoapw niunniuwaennei pwe iya itto pwe ipwe oamoai noa Anniug kkewe aaen Moses me aar profeta kkewe kkepesaen fenai. Ngaang ise itto pwe ipwe itto oamoai noa, pwe ifaer itto pwe ipwe pwaeritae minna wenewenen.
28051200b9	Ennetaen, ipwe aengaenigaemi, pwe epat mwo aere efai mwo iirh me reen anniug eei nge esoapw aekkaerh noa toori aan toarop noa naaeng me soanop pwan toori aan epwe moann oanongaen meeta.
280513013a	Iwe, ngaere erhai ese tapweei mwo nge eew anniug mwittig kkeei nge e oasuguuna ngaeniir aaemweoi pwe repwe pwan taeppen iiy, iiy epwe igin sessoan me noan Mweoiu Naaeng. Ngaere erhai epwe tapweei iiy anniug kkeei nge e oasuguuna ngaeniir aaemweoi pwe repwe pwan taeppen iiy, iiy epwe taegias me noan Mweoiu Naaeng.
280514009b	Ipwe aengaenigaemi, pwe aaemi oawpwe mmwenen toonong rhag noan Mweoiu Naaeng igine aaemi e mwamwaai wegitaegimi saengiir sinsein anniug me Pharisees kkewe.
2805150093	“Oawwa rongorong aar aengaeniir aeremesaen mweoiwe pwe, ‘Wosoapw nni menaw aeremas. Iyo enni menaw aeremas epwe toonong noan nenien apwiung.’
2805160118	Nge ngaang ipwene aengaenigaemi: iyo e esoong ngaeni pwiin nge epwe noa noan nenien apwiung, nge iyo e aengaeni pwiin pwe, ‘Een esooar ipitoamw,’ epwe noa noan nenien apwiung na e taegias, nge iyo e aengaeni pwiin pwe, ‘Een wopwurh,’ nge epwe noa noan aengaetaen nifierno.
2805170071	Iwe aere wopwe pwigitae oamw oasoar ngaeni Deus wooan antar, nge a maeng ngaeniug pwe pwiimw ecchoaw tipan woamw,
2805180097	wa nigiti mwo oasoar we oamw weni mmwan antar nge wa sefaaen, pwe oawpwe oamwusomwus fengaen. Mwirin wa sefaaeneto pwigitae oasoar we oamw ngaeni Deus.
280519015b	“Aere erhai a mwerhaen pwigiug noa noan nenien apwiung, wopwe mwetekkaein saeneti ffin nipwaen iga e rhiuwen yor oaton, weni mmwaen iga wopwe toori nenien apwiung. Pwe oatona wopwe toori rhag nenien apwiung, ina nge een wopwene noa reen soaw apwiung we, nge iiy epwene aefengoag noa nee paiiur police, nge iir repwene iseniug nong noan kanepwus.
28051a0078	Ennetaen, ipwe aengaenigaemi, pwe iginaan iga wopwe noa no e toori oamw wopwe piungiutiw oanongaen paniuwaen monofitimw.
28051b0053	“Oawwa rongorong pwe re aepesa pwe, ‘Wosoapw maiur ngaeni pwiuniuwaen erhai.’
28051c00b9	Nge ngaang ipwe aengaenigaemi pwe: aere erhai mwaaen a pipiiy erhai rhooapwut nge a rig nee tipan ngaeni, iiy a fasiun monofit reen aan maiur ngaeni pwiuniuwaen erhai me noan nee tipan.
28051d00d0	Iwe, aere ifirhin mesoamw e paeniug nong noan monofit, oannusuwow wa oatoranoa. Efaer gacch igine egiufet ireiren oanongoamw epwe ppiungiunoa, mmwaen igine wunusaen oanongoamw epwe aekkaerhnong noan nifierno.
28051e00c7	Ngaere ifirhin poawumw e paeniug nong noan monofit, gopiy noa wa oatoranoa. Efaer gacch igine egiufet ireiren oanongoamw epwe ppiungiunoa, mmwaen igine wunusaen oanongoamw epwe toonong noan nifierno.
28051f006e	“Epwan aepesa pwe, ‘Erhai ne e asiuw noa pwiuniuwan nge epwe ngaenneei niewe erheo pwapwioron mweoinoa.’
2805200144	Nge ngaang ipwe aengaenigaemi: aere erhai mwaaen a mweoi saengi pwiuniuwan reen ese tiwegin meeta ppweoniun, nge soapw reen aaen niewe maiur ngaeni pwiuniuwaen erhai, iwe wonowe minne a monofit pwe a feeori niewe epwe oamonofit reen aan pwiuppwiuniuw sefaaen, nge iiy mwaaen na a pwiuniuwaeni, ina iiy a pwan feeori monofit.
280521009c	“Oawwa pwan rongorong aar aengaeniir aeremesaen mweoiwe pwe, ‘Wosoapw misimis oamw aekkepan, nge wopwe faer feeori meeta e oamw aekkepan ngaeni Deus.’
280522006f	Nge ngaang ipwe aengaenigaemi: wosoapw aekkepan rhag. Wosoapw aekkepan faaen itaen naaeng, pwe ina nenien Deus,
280523009d	nge soapw pwan faaen itaen soanop, pwe ina aaen Deus nenien aseoseon pirheen, nge soapw pwan faaen itaen Jerusalem, pwe ina aepinoamwon King we egin taegias.
280524007c	Wosoapw pwan aekkepan mwo nge faaen itaen rhimwemw, pwe wosoapw mmwenen aepwerhepwerha aere oarhonaanoa eyaen aennirhimwemw.
2805250072	Wopwe aepesa, ‘Ewaer,’ aere ‘Aapw,’ pwe ese tiwegin minne wonaaen aepesa nge e itto saengi Man Aenneew we.
28052600d3	“Oawwa rongorong pwe re aepesa pwe, ‘Aere erhai e aettiwow efai mesoamw nge paniuwaenin wa pwan aettiwow efai mesan, nge aere erhai e aettiwow efoarh ngiimw, nge paniuwaenin wa pwan aettiwow efoarh ngiin.’
28052700d0	Nge ngaang ipwe aengaenigaemi: oawsoapw paniuwaeni aaen aeremas aenneew ngaenigaemi. Aere erhai e ppeosepa ne oawusupoamw me wooan peig mwaaenemw, pwan wegeti ngaeni ne oawusupoamw me wooan peig rhooapwutomw.
2805280087	Aere erhai e pwigiug noa noan nenien apwiung pwe epwe pwigi mengaagiumw mengaag, faer pwan nigiti ngaeni siketa na pwe pwan mengaagiun.
2805290072	Aere erhai sonotaw e akkiuneog pwe wopwe pwigi ngaeni pisaegin noan eew mile, faer pwigi ngaeni noan ruwowu miles.
28052a006e	Aere erhai a tingoareog meeta oamw, ngaenneei, ngaere erhai a mwerhaen aeyae mwo meeta pisaegimw, fang ngaeni.
28052b0077	“Oawwa rongorong pwe re aepesa pwe, ‘Oaw aerhaengiir rhooan weni oaromi, nge oaw oapwutaar rhooan oapwutaegaemi.’
28052c0085	Nge ngaang ipwe aengaenigaemi: oawpwe aerhaengiir rhooan oapwutaegaemi nge oawwa maeipin faaen iteer rhooakkena re aewwaeiraesigaemi,
28052d00d6	pwe oawpwe no pwe naiun minna Semaemi wooai naaeng. Pwe iya aettina feeorian aenet wooar aeremas aenneew me aeremas gacch, nge a apiungiutiw worhow wooar rhooakkena reffeeor mwamwaai me rhooakkena reffeeor aenneew.
28052e008b	Meeta faan Deus epwe fang niffengaemi aere oaw aerhaengiir rhag rhooa na re aerhaengigaemi? Pwan rhooan iyoiyon mwo tax nge refeeori minna.
28052f00a7	Aere weni maereyaeremi rhag minne wogaen kekkepas ngaeniir, ina nge minna wofeeori nge ese pwan wen saengiir aaemweoi. Pwan re Gentiles mwo nge refeeori taeppen minna.
280530005e	Iwe aaemi oawpwe igin menaw gacch pwe oawpwe taeppen rhag gacchiun minna Semaemi wooai naaeng.
28060100df	“Oawpwe aefaenniy pwe oawsoapw feeori feoffeeoriun aaemi tiwegin faaen meseer aeremas pwe repwe weri meeta oawwa feeori. Pwe aere oawfeeori taeppen minneen nge oawsoapw pwigi paniuwaemi me reen minna Semaemi wooai naaeng.
2806020127	“Iwe aere oawfang ngaeni erhai man affayeo eew aegiaeg, oawsoapw aeni oangonongon minne oawwa feeori, oawte taeppeer rhooa oatupwutupw kka refeeori noan wutteer Jews me pwan wooan ennap. Refeeori minneen pwe aeremas repwe ngonotiir. Ennetaen, ipwe aengaenigaemi pwe ra moannon pwigi paniuweer.
2806030089	Ngaere oawwa fang ngaeni erhai man affayeo eew meeta, oawpwe feeori noan mwoanomwoan, pwe rhooan oaromw mwo nge resoapw giuneei wunuunun.
280604008c	Ina nge epwe mwoanomwoan meeta oawwa feeori. Nge Semaemi a weri minne oawwa feeori noan mwoanomwoan epwe aesefaaeni ngaenigaemi paniuwaenin.
28060500f9	“Igine oawpwe maeipin, oawsoapw taeppeer rhooa oatupwutupw kkewe. Re tipaeni repwe gaen iutae nge ra maeipin me noan wutteer Jews me noan oapwugopwugon ennap, pwe aeremas repwe weriir. Ennetaen, ipwe aengaenigaemi, pwe ra moann me pwigi paniuweer.
28060600ea	Ngaere aaemi oawpwe maeipin, oawpwe toonong noan aaemi sengkin, oawwa ttiy noa asam nge oawwa maeipin ngaeni Semaemi ina oawse weri. Iwe, Semaemi epwe weri minikka oawwa feeori noan mwoanomwoan epwe aesefaaeni ngaenigaemi paniuwaenin.
28060700d2	“Ngaere oaw maeipin, oawsoapw aeyae towunepaen petenaen kkepas kka esooar faan, taeppeer re Gentiles regaen feeori minneei, pwe re maengiy pwe aar deus repwe aiussaening aar maeipin pwe iga e igin faeremworh.
2806080071	Oawsoapw taeppeer, pwe Semaemi a fasiun giuneei meeta aaemi mwerhaen weni mmwaen iga aaemi oawpwe tingoar ngaeni.
2806090072	Iwe, epwe ieei wunuunun aaemi oawpwe maeipin: ‘Semmaem wooai naaeng, aemwo epwe ssoar minna itoamw ina e santus,
28060a005d	aemwo Mweoiumw epwe war, aemwo nee tipoamw epwe no wooan feoniufan wunuunun rhag noan naaeng.
28060b0033	Ngaennegemaem mwongoi raaeneei aeipwe mwongo igina.
28060c006e	Wopwe saeneti noa aemaem monofit, wunuunun pwan aemaem aeiya saenetiir noa rhooakkena re monofit ngaenigemaem.
28060d0093	Wosoapw oatonongegemaem noan sessoat, nge wopwe aengesagemaem saengi Man Aenneew we. [Pwe oamw rhag mweoi me manaman me nning esoapw iug. Amen.]’
28060e0071	“Aere oawpwe saeneti noa aar aeremas monofit, ina nge Semaemi wooai naaeng epwe pwan saeneti noa aaemi monofit.
28060f0061	Nge aere oawsoapw saeneti noa aar aeremas monofit, Semaemi esoapw pwan saeneti noa aaemi monofit.
28061000e7	“Ngaere oawpwe aecchigipin, oawsoapw mas affayeo taeppeer rhooa oatupwutupw kkewe regaen feeori. Ra mas affayeo noa, pwe aeremas repwe giuneei pwe ra aecchigipin. Ennetaen, ipwe aengaenigaemi, pwe ra faer moannon pwigi paniuweer.
2806110041	Ngaere aaemi oaw aecchigipin, oawpwe woraes me kkomwuuw rhimwemi,
28061200d5	pwe aeremas resoapw giuneei pwe oawwa aecchigipin, pwe aaen manna rhag Semaemi ina oawse weri minne e giuneei. Nge Semaemi iwe e giuneei minne oawwa feeori noan mwoanomwoan epwe aesefaaeni ngaenigaemi paniuwaenin.
