2800000007	Matthew
28011100c6	Etu karone, sob khandan Abraham pora loi kene David tak choudah khandan thakise, aru David pora loi kene jun khan ke Babylon te loi jaise aru Jisu Khrista laga jonom etu tak choudah khandan thakise.
28011200c3	Jisu Khrista laga jonom eneka pora hoise. Tai laga ama, Mary Joseph ke shadi kori bole kotha milai loise, kintu tai duijon shadi nohua age te, Pobitro Atma dwara bacha pet te bukhi ja jani jaise.
2801130098	Kintu Joseph, tai laga mota, ekjon dharmik manu asele aru sob manu age te taike bodnam nadibo nimite, tai lukaikene taike chari bole bhabona kori loise.
280114010e	Jitia tai eitu khan bhabi thakise, Probhu laga ekjon sorgodoth tai laga sapna te ahise, aru eneka koise, “Joseph, David laga chokra, Mary ke tumi laga maiki kori bole bhoi na koribi, kele koile juntu ekjon bacha tai laga pet te bukhikena ase etu Pobitro Atma pora ase.
2801150097	Tai ekjon chokra bacha ke jonom dibo, aru tumi tai laga naam Jisu rakhibo, kelemane Tai he Tai laga manu khan ke taikhan laga paap pora bachai lobo.”
2801160075	Isor pora bhabobadi khan dwara kowa kotha khan pura hobole karone eitu khan sob tineka he hoi jaise. Eneka likha ase,
28011700c1	“Huni bhi, ekjon kumari maiki pora tai laga pet te bacha bukhi bo aru ekjon chokra ke jonom dibo, aru taikhan Tai laga naam Immanuel” rakhibo- etu motlob ase, “Isor amikhan logote ase.”
2801180096	Etu pichete Joseph ghumai thaka pora uthijaise aru ki kotha Isor laga sorgodoth pora hukum dise tai etu manise aru Mary ke tai laga maiki bonai loise.
280119006b	Kintu tai laga maiki pora bacha jonom nohua tak, tai laga usorte janai aru tai bacha laga naam Jisu matise.
28020100be	Jitia Herod raja thakise, etu somoite Judea desh laga Bethlehem town te Jisu jonom hoise. Aru gyaan thaka manu khan purab phale thaka desh pora jonom laga kotha huni kene Jerusalem te ahise,
28020200ac	aru eneka hudise, “Yehudi khan laga Raja hobole jonom huwa to kot te ase? Kilekoile amikhan Tai laga tara purab te dikhise, aru amikhan Taike aradhana kori bole ahise.”
2802030068	Kintu jitia Herod raja etu hunise, tai aru tai logote Jerusalem te thaka khan sob laga mon chinta hoise.
280204008c	Etu pichete Herod raja pora mukhyo purohit aru niyom likha manu khan ke eke logote mati kene hudise, “Khrista to kun jagate jonom hobo?”
280205006d	Taikhan taike koise, “Judea laga Bethlehem te, kele koile etu he bhabobadi khan pora Isor kotha te likhise,
28020600da	‘Kintu tumi Bethlehem, Judah desh te thaka, Apnikhan Judah desh laga cholawta khan pora komti nohoi, Kilekoile apnikhan majot pora ekjon raja ulabo, Jun Ami laga Israel manu khan ke Rokhiya kori cholai loijabo.’”
2802070078	Etu pichete, Herod pora lukaikene gyaani manu khan ke kotha korise aru tara ki homoi te ulaise etu bhal pora jani loise.
28020800db	Etu pichete tai gyaani manu khan ke Bethlehem te eneka koi kene pathaise, “Jabi aru bhal pora etu bacha ke bisari bhi. Kitia apnikhan taike pabo, amike kobi, kele koile Moi bhi ta te jai kene Taike aradhana koribo.”
28020900ea	Raja laga kotha khan huna pichete, taikhan jai jaise, aru sabi, taikhan juntu tara purab te dikhise etu eke tara aru dikhise aru taikhan etu tara laga piche jaise. Etu tara taikhan age-age jai kene bacha thaka jaga uporte rukhi jaise.
28020a0044	Jitia taikhan tara ke dikhise, taikhan bisi khushi hoi kene rukhibo.
28020b0101	Titia taikhan ghor bhitor te ghusi se chutu bacha ke Tai laga ama Mary pora dhuri thaka dikhise. Taikhan athukari kene Taike aradhana korise. Taikhan khushi pora taikhan laga khajana khan khuli kene suna, aru dhona, aru bhal gundh laga tel khan daan korise.
28020c009e	Kintu Isor pora taikhan laga sapna te Herod logote wapas najabi koi kene hoshiar kori dise, etu nimite dusra rasta pora taikhan nijor desh te wapas jai jaise.
28020d00f6	Kintu taikhan jai ja-a pichete, Isor laga sorgodoth sapna te ahikena Joseph ke koise, “Uthibi, bacha aru ama ke loi kene Egypt te polai jabi aru ami nokuwa tak ta te thakibi, kele koile Herod Raja pora etu bacha ke mora bole bisari bole ase.”
28020e0057	Titia utu rati te, Joseph uthikena bacha aru ama ke loi kene Egypt desh te polai jaise.
28020f009b	Tai Herod namora tak ta te he thakise. Juntu kotha Isor laga bhabobadi pora koi disele, etu pura hoi jaise, “Egypt pora Ami laga chokra ke mati loise.”
280210013a	Jitia Herod gyaani manu khan pora taike thogaise koi kene janise, tai bisi khong uthise. Etu nimite tai laga sipahi khan ke pathaikena jiman dui saal pora niche mota bacha Bethlehem te ase, sobke morai dibole hukum dise. Kilekoile utu somoite Jisu jonom koi kene dui saal ase koi kene Herod khobor paikena thakise.
2802110060	Bhabobadi Jeremiah pora ki kotha koi dise eitu khan sob pura hoi jaise, juntu eneka likha asele,
28021200cf	“Ramah town te ekta awaj hunise, Bisi mon dukh koi kene kandi thakise, Rachel tai laga bacha nimite kandi thakise, Aru kunke bhi tai laga mon shanti koribo diya nai kele koile taikhan nathaka hoi jaise.”
280213007b	Aru jitia raja Herod mori jaise, sabi, Isor laga ekjon sorgodoth, Joseph to Egypt te thaka somoite tai laga sapna te ahise,
2802140096	aru eneka koise, “Uthikena bacha aru tai laga ama ke loi kene Israel desh te jabi, kele koile jun manu bacha ke mora bole thakise taikhan morise.”
2802150057	Etu pichete Joseph uthikena, bacha aru ama ke loi jaise, aru Israel laga desh te jaise.
28021600dc	Kintu jitia tai hunise Herod laga chokra Archelaus he Judea laga raja ase, titia, tai ta te jabole bhoi hoi jaise. Hoilebi Isor pora tai laga sapna te hoshiar kori dise, aru etu jaga chari kene, tai Galilee jagate jaise.
28021700c2	Aru Nazareth laga sheher te jaise aru ta te thaki jaise. Eneka pora, juntu bhabobadi khan pora Isor laga kotha koi dise etu pura hoi jaise, juntu asele, Taike Nazareth laga manu koi kene matibo.
280301006a	Etu somoite Baptizma diya John ahise aru Isor laga kotha prochar kori kene Judea laga sunsan jagate ahise,
2803020056	aru eneka koise, “Mon ghura bhi, kele koile sorgo laga rajyo to usorte ahi jaise.”
28030300bc	Kilekoile bhabobadi Isaiah pora tai laga he kotha koi diya eneka likha ase, “Ekjon kunba sunsan jaga pora hala kori ase, ‘Isor laga rasta taiyar koribi, Tai laga rasta sidha koribi.”
2803040095	Etiya, John to uth janwar laga chuli pora bona kapra lagai aru komor te chamra laga peti pora bandhe. Aru tai pango aru jongol laga mou pani he khai.
2803050072	Titia Jerusalem sheher, aru pura Judea desh, aru Jordan Nodi laga sob jaga pora manu khan taike lok kori bole ahe.
280306005f	Taikhan laga paap shikar kora pichete, John pora Jordan Nodi te taikhan ke baptizma di thakise.
28030700c5	Kintu tai logot bisi Pharisee aru Sadducee khan baptizma lobole ahi thaka dikhise, aru tai taikhan ke koise, “Tumikhan saph laga bacha khan, kun koise tumikhan Isor laga khong pora polabo karone?
2803080045	Etu nimite, mon ghura laga bijon apnikhan laga kaam pora dikhai dibi.
28030900a8	Apnikhan laga monte ‘Amikhan laga purbojo Abraham ase’ eneka nabhabi bhi. Moi tumikhan ke koi ase Isor to etu pathor khan loi kene Abraham laga khandan bonabo pare.
28030a008b	Kintu sob ghas khan kati bole kuthar to age pora taiyar hoi kene ase. Juntu ghas bhal phol nadhure etu ghas ke katikena jui te phelai dibo.
28030b00db	Moi to tumikhan ke pani pora he baptizma dibo. Kintu Jun ami laga pichete ahi ase, Tai to ami pora bisi hokti thaka ase, Tai laga chapal moi dhori bole layak nai. Tai tumikhan ke Pobitro Atma aru jui pora baptizma dibo.
28030c0091	Tai dhaan kati bole dao loi kene ahi ase, sob dhaan ke dhaan ghor te joma kori kene ghas khan ke kitia bhi khotom nohobole jui te phelai dibo.”
28030d005c	Etu pichete Jisu Galilee jaga pora ulaikena baptizma lobole Jordan Nodi te John logot ahise.
28030e009e	Hoilebi John to Jisu ke rukhabole bisi kosis korise, aru eneka koise, “Ami he Apuni laga hath pora baptizma lobo lage, hoilebi Apuni he moi logote ahise?”
28030f00b0	Kintu Jisu taike eneka koise, “Etiya karone to eneka koridi bhi, kele koile Amikhan bhi dharmikta kaam sob pura korile he thik ase.” Etu pichete John pora kotha mani loise.
2803100092	Jitia Jisu baptizma loi kene pani pora ulaise, sorgo pora ekta pohor ahise aru Isor laga Atma kopu chiriya nisena hoi kene Tai uporte rukhi jaise.
280311007d	Etu pichete, sabi, ekta awaj sorgo pora koise, “Etu Ami laga bisi morom thaka Putro ase. Ami Tai uporte bisi khushi ase.”
2804010069	Etu pichete Jisu ke Atma pora ekta sunsan jagate loi jaise juntu jagate saitan pora taike porikha koribo.
2804020051	Aru chalis din aru chalis rati Jisu upwas korise, etu karone Tai bhuk lagi jaise.
280403007d	Titia porikha kora jon ahikena Taike eneka koise, “Apuni Isor laga Putro ase koile, etu pathor khan ke roti hobole kobi.”
28040400b9	Kintu Jisu taike jowab dikena koise, “Isor kotha te eneka likhi kene ase, ‘Manu to khali bhaat khaikena jinda nathake, kintu Isor laga mukh pora ula kotha te he jinda thakibo.’”
280405006f	Etu pichete saitan pora Jisu ke pobitro sheher te loi jaise aru mondoli laga sob pora uporte khara koribo dise,
2804060143	aru Taike koise, “Apuni Isor laga Putro ase koile, yate pora nijorke nichete phelai dibi, kele koile Isor laga kotha te eneka likha ase, ‘Tai pora Tai laga duth khan ke hukum dikene Apuni ke bachai lobo,’ Aru, ‘Taikhan laga hath pora Apuni ke dhuri lobo, Aru Apuni laga theng ke pathor pora bhi jokhom nahobo.’”
280407007a	Jisu taike eneka koise, “Aru Isor kotha te etu bhi likhi kene ase, ‘Apuni laga Probhu Isor ke porikha na koribi.’”
280408007a	Aru, saitan pora Jisu ke untcha pahar te loi jaise aru Taike prithibi laga rajyokhan laga dangor mohima thaka dikhai dise.
280409006b	Saitan pora Taike koise, “Apuni moike athukari kene aradhana korile, eitu khan sob ami Apnike di dibo.”
28040a00cc	Titia Jisu pora taike koise, “Yate pora jai jabi, Saitan! Kilekoile Shastro te eneka likhi kene ase, ‘Tumikhan khali Probhu, tumi laga Isor ke he aradhana koribi, aru khali Taike he sewa koribi.’”
28040b005e	Titia saitan Taike chari kene jai jaise, aru sabi, sorgodoth khan ahi kene Taike modot korise.
28040c0055	Jitia John ke dhurise koi kene Jisu khobor paise, Tai Galilee jagate wapas jai jaise.
28040d008f	Tai Nazareth sheher chari kene Galilee Samundar laga usorte thaka, Capernaum town te jaise, etu jaga to Zebulun aru Naphtali laga majot te ase.
28040e0059	Isaiah bhabobadi dwara Isor kotha pora kowa pura hobole karone eitu khan sob eneka hoise,
28040f006b	“Zebulun laga mati aru Naphtali laga mati, Sagar phale, Jordan paar kori kene, Porjati khan laga Galilee!
28041000a8	Utu manu khan jun andhera te bohi thake taikhan dangor ekta ujala dikhise, Aru jun khan mora laga chaya aru jagate bohi thake, Taikhan uporte ekta pohor dikhai dise.”
280411007f	Utu somoi pora he Jisu prochar kori bole shuru hoise aru koise, “Mon ghura bhi, kele koile sorgo laga rajyo to usor hoise.”
28041200d0	Jitia Tai Galilee Nodi phale berai thakisele, Tai Simon junke Peter koi, aru tai laga bhai Andrew khan ke maas dhora jaal loi kene samundar te phelai thaka dikhise, kele koile taikhan maas dhora manu thakise.
280413006a	Jisu taikhan ke koise, “Ahibi, Ami laga piche koribi, aru Moi tumikhan ke manu dhori bole bonai dibo.”
2804140062	Loge-loge taikhan laga maas dhura jaal khan phelai dise aru Jisu laga piche kori bole shuru hoise.
28041500de	Jitia Jisu ta te pora jai thakise, tai duijon bhai ke dikhise, James, Zebedee laga chokra, aru tai laga bhai John Tai ekta naw te taikhan laga baba Zebedee logote maas dhura jaal khan milai thakise. Jisu taikhan ke matise,
2804160051	Aru etu loge-loge taikhan laga naw aru baba ke chari kene Jisu laga piche korise.
28041700ba	Titia Jisu Galilee laga sob jagate berai jaise, synagogue khan te sikhaise, aru rajyo laga susamachar prochar korise, aru sob kisim laga ghao bemar aru bemar manu khan ke changai korise.
2804180109	Tai laga khobor sob Syria jagate punchi jaise, aru manu khan Jisu usorte kisim-kisim bemar pora dukh pai thaka khan, gaw bhitor te bhoot huma khan, murgi-bemar thaka khan, aru jothor bemar thaka khan sobke loi kene anise. Aru taikhan ke Jisu pora changai kori dise.
2804190071	Aru Galilee, Decapolis, Jerusalem, Judea, aru Jordan pora bhi dur thaka sob jaga pora manu khan Jisu logot ahise.
2805010083	Bhir bisi dangor hoija pora, Jisu to ekta tilla uporte uthijaise. Tai ta te boha pichete, tai laga chela khan bhi Tai usorte ahise.
280502003d	Aru Jisu pora Tai laga chela khan ke eneka koi kene sikhaise,
2805030057	“Atma te dukhia thaka khan dhonyo ase, Kilekoile sorgo laga rajyo taikhan nimite ase.
2805040058	Dukh koi kene thaka khan, taikhan dhonyo ase, Kilekoile taikhan laga mon aram kori dibo.
280505004a	Nomro hoi kene thaka khan dhonyo ase, Taikhan prithibi laga adhikari hobo.
2805060053	Dharmikta nimite bhuk aru pyaas thaka khan dhonyo ase, Taikhan ke bhorta kori dibo.
2805070035	Dayalu thaka manu khan dhonyo ase, Taikhan daya pabo.
2805080039	Mon sapha thaka khan dhonyo ase, Taikhan Isor ke dikhibo.
2805090059	Shanti nimite kaam kora khan dhonyo ase, Taikhan ke Isor laga bacha khan koi kene matibo.
28050a0053	Dharmikta nimite dukh pai thaka khan dhonyo, Sorgo laga desh to taikhan nimite ase.
28050b0080	Tumikhan dhonyo ase jitia Ami laga naam nimite manu khan pora tumikhan ke gali dibo, dukh digdar dibo aru misa misi bodnam dibo.
28050c00ae	Monte bisi khushi hobi kele koile sorgote tumikhan nimite bisi dangor inam rakhi kene ase. Jun bhabobadi khan tumi laga age te ahisele, taikhan ke bhi eneka dukh digdar dise.
28050d00d1	Tumikhan etu prithibi laga nimok nisena ase. Kintu nimok laga swadh haraise koile, kineka tai laga swadh to arubi anibo? Etu to eku kaam laga nohoi jai, kintu etu ke phelai dibo aru manu khan pora chipai dibo.
28050e0058	Tumikhan etu prithibi laga puhor ase. Ekta sheher ke pahar uporte bonaile lukabo napare.
28050f00a7	Nohoile bhi manu khan tai laga saaki julai kene kiba ekta dabba pora bondh kori kene narakhe, kintu etu saaki ke khamba te rakhikena pura ghor ke ujala kori bole diye.
28051000ac	Tumi laga pohor ke eneka ujala kori dibi manu khan age te, titia taikhan tumi laga bhal kaam khan sob dikhi jabo aru tumi laga Baba Isor jun sorgote ase, Taike mohima dibo.
28051100ac	Moi Isor laga niyom aru bhabobadi khan ke khotom kori dibo nimite ahise eneka nabhabi bi. Moi khotom kori dibole aha nohoi, kintu eitu khan sob pura kori dibo nimite ahise.
28051200b4	Kilekoile moi hosa pora tumikhan ke koi ase jitia tak prithibi aru akas khan khotom nohoi, ekta dagi nohoile ekta chutu kotha bhi naharabo, jitia tak etu kotha khan sob pura nohoi.
28051300f2	Etu nimite, kun pora etu niyom aru hukum khan bhangabo aru dusra khan ke bhi eneka kori bole sikhabo, taikhan laga naam bhi sorgo laga rajyo pora hatai dibo. Kintu kun pora etu hukum aru niyom sob rakhe, taike sorgo laga rajyote mohan matibo.
28051400b5	Etu nimite Moi tumikhan ke koi ase, tumikhan laga dharmikta to niyom likha khan aru pharisee khan pora bhi bhal hobo lage, eneka nohoile tumikhan sorgo laga rajyote ahibo na paribo.
2805150097	Tumikhan hunise utu purana somoite eneka koi dise, ‘Morai diya kaam na koribi,’ aru, ‘Jun pora manu ke morai taikhan Isor laga bisar te ahibo.’
2805160131	Kintu Moi tumikhan ke koi ase, sob manu jun khan tai nijor bhai ke gusa kore, tai logot Isor laga bisar ahibo, aru nijor bhai ke eneka kowa khan to sabha age te bisi digdar hobo, ‘Tumi kaam nathaka manu!’ Aru tai norok laga jui te juli bo jodi ekjon pora tai bhai ke eneka koi, ‘Tumi murkho manu!’
2805170071	Etu karone, jitia tumi Isor laga age te daan dibole ane, aru bhai ke kiba biya korise koi kene monte ahise koile,
280518008b	tumi laga dhun khan bedi usorte chari dibi. Aru poila jai kene tumi laga bhai logote mon milai lobi, etu pichete ahikena Isor ke daan dibi.
2805190117	Kunba tumike bisar ghor te loijabo koi ase koile, naja-a age te tai logote kotha milai lobi, kele koile ekbar bisar ghor te jaise koile tai pora tumike ukil laga hathte di dibo, aru ukil pora tumike sipahi khan logote di dibo aru sipahi khan pora tumike bondhi ghor te rakhidibo.
28051a0073	Hosa pora Ami tumikhan ke koidi ase, tumi bondhi ghor pora bahar naulabo jitia tak tumi laga dhar sob tirai nadibo.
28051b0036	Tumikhan eneka kowa hunise, ‘Bebichari na koribi.’
28051c007f	Kintu Moi tumikhan ke koidi ase, jun manu ekjon mahila ke biya kaam kori bole bhabi loi, tai mon bhitor te bebichar kori loise.
28051d00d4	Jitia ekta suku pora tumike biya kaam koribo di ase, utu suku ke ulaikene dhur te phelai dibi. Kilekoile gaw te ekta biya saman nimite pura gaw norokte ja pora to, ekta suku nathaki kene jinda thaka he bhal hobo.
28051e00a6	Tumi laga ekta hath pora paap kaam kori ase koile, etu ke kati kene phelai dibi. Kilekoile pura gaw norokte ja pora, ekta hath nathaki kene jinda thakile he bhal ase.
28051f0096	Eneka bhi koi kene ase, ‘Jun mota tai laga maiki ke chari bole mon ase, tai pora chari diya laga chithi likhi kene tai laga maiki ke dibole lage.’
28052000ea	Kintu Moi tumikhan ke etu koidi ase, jun mota dusra maiki logote bebichar kori bole tai laga maiki ke chari diye, taike bebichari maiki bonai di ase. Aru jun manu pora etu chari diye maiki ke shadi koribo, tai bhi bebichar kori loise.
280521008d	Aru, tumikhan poila jamana te huni kene thakibo, ‘Misa kotha nimite kosom nakhabi, kintu ji kosom Probhu logote korise etu purah koribi.’
280522007e	Kintu Moi tumikhan ke koi ase, tumi laga kosom nimite, sorgote thaka laga naam nalobi, kele koile etu Isor laga singhason ase;
280523008e	prithibi laga naam nalobi, kele koile etu Isor laga theng rakha jaga ase; Jerusalem laga naam nalobi, kele koile etu mohan Raja laga desh ase.
2805240076	Aru nijor laga naam loi kene kosom nakhabi, kele koile tumi nijor laga chuli ke boga nohoile kala kori bole hokti nai.
280525008d	Kintu tumi laga kotha ‘Hoi to, hoi' kobi, aru ‘Nohoi to Nohoi’ kobi. Kintu etu pora aru bisi kotha kora khan to sob biya khan pora ase.
2805260059	Tumikhan hunise eneka koi kene ase, ‘Suku laga bodli suku, aru daat laga bodli daat.’
28052700af	Kintu Moi koi ase, tumike kunba golti kora manu ke badla lobole na koribi. Hoilebi, jun manu tumike mukh laga ekta phale thapor mare, tumi laga dusra phale bhi mari bole dibi.
280528006e	Kunba manu bisar ghor te jabole itcha hoi aru tumi laga kapra pindhi loi, taike apuni laga chador bhi di dibi.
280529005a	Kunba manu khan pora tumike ek kilometer jabole koile, tumi tai logote dui kilometer jabi.
28052a006d	Jun manu tumike kiba mangile taike di dibi, aru jun manu tumike kiba dhar lobole mange, taike mana na koribi.
28052b007c	Tumikhan hunise eneka koi kene, ‘Tumi laga ghor usorte thaka manu ke morom koribi aru tumi laga dushman ke ghin koribi.’
28052c0089	Kintu Moi tumikhan ke koi ase, tumi laga dushman ke morom koribi, aru jun khan tumike dukh-digdar di ase, taikhan nimite prathana koribi,
28052d00b8	eneka korile tumikhan sorgote thaka Baba laga bacha khan hobo. Kilekoile Tai laga suryo to biya manu aru bhal manu ke bhi diye, aru borkhon pani to biya manu aru bhal khan ke bhi diye.
28052e007d	Jitia tumikhan khali morom kora khan ke morom kore, etu to ki labh pabo? Kilekoile poisa utha manu khan bhi eneka kore nohoi?
28052f0093	Tumikhan khali tumi laga bhai khan he mane koile, etu kori kene tumi ki dangor kaam korise? Isor ke najana khan bhi dusra khan ke eneka kore nohoi?
2805300059	Etu nimite, tumikhan ekdom thik hobo lage, jineka tumikhan laga sorgo Baba Isor thik ase.
2806010095	Etiya bhal pora bujhi lobi, tumikhan manu ke dikha bole nimite bhal kaam na koribi, nohoile sorgote thaka Baba Isor pora tumikhan ke eku inam nadibo.
28060200fb	Jitia tumikhan kunba ke modot di ase koile, sob manu ke hunai kene hala na koribi, kele koile Pharisee khan bhi manu khan ke dikha bole nimite mondoli khan te aru rasta khan te hala kore. Hosa pora Moi koidi ase, taikhan laga inam taikhan paikena ase.
2806030067	Kintu tumikhan jitia daan diye, tumi laga dyna hath ki kori ase tumi laga baya hath ke janibole nadibi,
280604006b	titia tumi daan diya to kun bhi najanibo. Kintu tumi laga Baba jun sob sai ase tumike lukai kene inam dibo.
28060500d5	Jitia tumikhan prathana kore, kopoti khan kora nisena nahobi, kele koile taikhan mondoli khan te aru rasta kinar khan te dikha bole karone prathana kore. Hosa pora Moi koidi ase, taikhan laga inam to taikhan pabo.
28060600b4	Kintu, jitia tumikhan prathana kore, ghor bhitor dorja bondh koribi aru lukai kene tumi laga Baba ke prathana koribi. Titia tumi laga Baba jun tumike sai ase, Tai tumike inam dibo.
2806070087	Jitia tumikhan prathana kore, Porjati khan nisena bisi kotha nakobi, kele koile taikhan bhabe eneka koile taikhan laga kotha huni lobo.
2806080061	Taikhan nisena na koribi, kele koile tumi laga Baba tumi ki mangi bole ase etu age pora jani ase.
2806090076	Etu nimite, eneka prathana koribi: ‘Amikhan laga Baba jun sorgote ase, Apuni laga naam pobitro hoi kene untcha hobi.
28060a0060	Apuni laga sorgo ahibole dibi. Apuni laga itcha hobole dibi, etu prithibi te jineka sorgote ase.
28060b0028	Amikhan ke hodai din laga kha luwa dibi.
28060c0066	Amikhan laga dhar khan maph kori dibi, Jineka ami pora amikhan laga dhar thaka khan ke maph kori dise.
28060d0054	Amikhan ke porikha te giri bo nadibi, kintu biya jon pora amikhan ke bachai lobi.’
28060e0085	Kilekoile jitia tumikhan pora dusra manu khan laga golti khan maph kore, tumi laga sorgote thaka Baba bhi tumikhan ke maph kori dibo.
28060f0078	Kintu jitia tumikhan dusra manu khan ke maph nakore, tumi laga sorgote thaka Baba bhi tumikhan laga golti maph nakoribo.
28061000d9	Jitia tumikhan upwas rakhe, kopoti khan kora nisena mon dukh laga chehera nadikhabi, kele koile taikhan to manu khan ke dikhabo nimite taikhan laga chehera biya kori kene dikhai, aru taikhan nijor laga inam pai loise.
2806110061	Kintu, jitia tumi upwas rakhe, tumi nijor laga matha te tel hali lobi aru chehera ke dholai lobi,
280612009f	titia manu khan tumike saikene najanibo tumi upwas kori ase, kintu khali tumi laga Baba he janibo; aru tumi laga Baba jun sob sai ase, Tai he tumike inam dibo.
28061300a0	Nijor nimite eku dhun joma na koribi, juntu jagate tumi laga sob dhun puka aru kira pora khotom kori dibo, aru jun jagate chor khan bhangai kene chor kori lobo.
2806140090	Hoilebi, nijor laga sob dhun sorgote joma koribi, juntu jagate napuchibo aru pukakhan pora khotom nakoribo, aru chor khan bhanga bole na paribo.
2806150049	Kilekoile jun jagate tumi laga dhun ase, ta te tumi laga mon bhi thakibo.
2806160082	Suku to tumi laga gaw te saaki nisena ase. Etu nimite, jitia tumi laga suku to thik thakibo, tumi laga gaw purah te puhor thakibo.
28061700be	Kintu jitia tumi laga suku te letera thakibo, tumi laga pura gaw bhi letera thakibo. Etu nimite, juntu pohor tumi bhitor te ase, etu to andhera ase koile, utu andhar to kiman bhi dangor ase!
28061800d1	Kun manu bhi duita malik ke sewa koribo na paribo, kele koile tai ekjon malik ke morom koribo aru ke ghin koribo, nohoile ekjon ke mon dibo aru dusra ke mon nadibo. Tumi Isor aru dhun ke sewa koribo na paribo.
28061900f2	Etu karone, Moi koi ase, nijor laga jibon nimite chinta na koribi, ki khabo nohoile- nohoile tumi laga gaw nimite, nohoile ki kapra pindhibo. Kha luwa pora bhi jibon to dangor nohoi naki, aru kapra pora bhi tumi laga gaw he dangor nohoi naki?
28061a00f4	Akas uporte chiriya khan ke sabi. Taikhan kheti bhi nakore, aru kheti bhi nakate, nohoile taikhan laga ghor te joma nakore, kintu tumi laga sorgote thaka Baba pora taikhan ke sob khilai. Tumikhan etu chiriya khan pora bhi bisi dangor ase nohoi?
28061b005c	Kintu tumikhan jun bisi chinta kore, etu pora tumikhan laga jibon ke lamba koribo pare naki?
28061c00a0	Tumikhan kele kapra nimite iman chinta kori ase? Kheti te phul thaka khan laga bhabi sabi, taikhan kineka phule. Taikhan eku kaam nakore, aru kapra bhi nabonai.
28061d006b	Titia bhi Ami koi ase, Solomon ekjon dangor raja hoi kene bhi, taike eitu khan nisena kapra lagai diya nai.
28061e00ec	Kintu jodi Isor pora kapra pindhai dibole pare, etu kheti te thaka phul khan jun aji ase aru kali kati kene chulah te julai diye, titia hoile Tai tumikhan ke bhi bisi kapra pindhai dibo na paribo naki, tumi komti biswas thaka manu khan?
28061f006b	Etu nimite, bisi chinta kori kene eneka nakobi, ‘Amikhan ki khabo?’ Nohoile, ‘Amikhan ki pindhibo?’
2806200079	Kilekoile Isor najana khan pora eitu khan he bisare, aru sorgote thaka Baba Isor pora tumikhan ki lage, Tai sob jani ase.
280621006a	Kintu poila Tai laga sorgo rajyo aru dharmikta bisaribi aru eitu khan sob saman tumikhan ke Tai pora dibo.
2806220083	Etu karone, kali nimite chinta na koribi, kele koile kali to tai nijor he chinta koribo. Hodai dinte tai nijor laga biya din thake.
280701003e	Dusra ke bisar na koribi, tinehoile tumike bhi bisar nakoribo.
280702008e	Ki kotha pora tumi bisar kore, tumike bhi etu pora bisar koribo, aru ki loi kene tumi hisab-kitab kore, tineka he tumike bhi hisab-kitab hobo.
2807030088	Kintu kele tumi laga bhai laga suku te sukha pata chutu thaka to sai ase, hoilebi tumi nijor laga suku te dangor khuri thaka to nadikhe?
28070400ad	Nohoile kineka tumi laga bhai ke koi, ‘Amike tumi laga suku te sukha pata chutu thaka to sapha koribo dibi,’ jitia apuni nijor laga suku te ekta dangor khuri thaki kene?
