2800000007	Matthew
2802170092	and came and dwelt in a town called Nazareth, so that what had been spoken by the prophets might be fulfilled: “He will be called a Nazarene.”
2803010051	In those days John the Baptist came preaching in the wilderness of Judea, saying,
2803020037	“Repent, for the kingdom of heaven has drawn near.”
28030300b4	This is the one who was spoken of by the prophet Isaiah, who said, “The voice of one crying out in the wilderness, ‘Prepare the way for the Lord; make his paths straight.’”
2803040075	Now John wore a garment of camel's hair and a leather belt around his waist, and his food was locusts and wild honey.
2803050060	Then Jerusalem was going out to him, and so were all Judea and all the region around the Jordan.
2803060045	They were being baptized by him in the Jordan, confessing their sins.
28030700a3	But when John saw many of the Pharisees and Sadducees coming to his baptism, he said to them, “You brood of vipers, who warned you to flee from the coming wrath?
2803080029	Produce fruit consistent with repentance.
28030900a9	And do not think that you can say to yourselves, ‘We have Abraham as our father,’ for I tell you that God is able from these stones to raise up children for Abraham.
28030a008e	Even now the axe is laid to the root of the trees. Every tree therefore that does not produce good fruit is cut down and thrown into the fire.
28030b00af	“I baptize you with water for repentance, but he who is coming after me is mightier than I, whose sandals I am not worthy to carry. He will baptize you with the Holy Spirit.
28030c00b4	His winnowing fork is in his hand, and he will thoroughly clean out his threshing floor and gather his wheat into the barn, but the chaff he will burn up with unquenchable fire.”
28030d0042	Then Jesus came from Galilee to the Jordan to be baptized by John.
28030e006a	But John tried to prevent him, saying, “I need to be baptized by yoʋ, and yet yoʋ are coming to me?”
28030f0085	But Jesus answered him, “Permit it for now, for thus it is fitting for us to fulfill all righteousness.” Then John permitted him.
28031000b5	After being baptized, Jesus immediately went up from the water. And behold, the heavens were opened to him, and he saw the Spirit of God descending like a dove and alighting on him.
280311005e	And behold, a voice from heaven said, “This is my beloved Son, in whom I am well pleased.”
2804010053	Then Jesus was led up into the wilderness by the Spirit to be tempted by the devil.
280402003d	After fasting for forty days and forty nights, he was hungry.
2804030071	Then the tempter came up to him and said, “If yoʋ are the Son of God, command these stones to become bread.”
2804040085	But Jesus answered, “It is written, ‘Man shall not live by bread alone, but by every word that comes from the mouth of God.’”
2804050050	Then the devil took him to the holy city, set him on the pinnacle of the temple,
28040600f6	and said to him, “If yoʋ are the Son of God, throw yoʋrself down, for it is written, ‘He will command his angels concerning yoʋ,’ and, ‘In their hands they will lift yoʋ up, so that yoʋ do not strike yoʋr foot against a stone.’”
2804070066	Jesus said to him, “Again it is written, ‘Yoʋ shall not put the Lord yoʋr God to the test.’”
280408006f	Again, the devil took him to a very high mountain and showed him all the kingdoms of the world and their glory.
2804090063	And he said to him, “All these things I will give yoʋ, if yoʋ will fall down and worship me.”
28040a0092	Then Jesus said to him, “Get behind me, Satan! For it is written, ‘Yoʋ shall worship the Lord yoʋr God, and him only shall yoʋ serve.’”
28040b0047	Then the devil left him, and behold, angels came and ministered to him.
28040c004e	Now when Jesus heard that John had been put in prison, he withdrew to Galilee.
28040d0067	And leaving Nazareth, he went and dwelt at Capernaum by the sea, in the region of Zebulun and Naphtali,
28040e0046	so that what had been spoken by the prophet Isaiah might be fulfilled:
28040f0064	“Land of Zebulun and land of Naphtali, way of the sea, beyond the Jordan, Galilee of the Gentiles,
2804100083	the people sitting in darkness have seen a great light, and on those sitting in the region and shadow of death light has dawned.”
280411005d	From that time Jesus began to preach, “Repent, for the kingdom of heaven has drawn near.”
28041200a9	As Jesus was walking by the Sea of Galilee, he saw two brothers, Simon (who is called Peter) and Andrew his brother, casting a net into the sea, for they were fishermen.
2804130048	Jesus said to them, “Follow me, and I will make you fishers of men.”
2804140035	So they immediately left their nets and followed him.
28041500ad	Going on from there, he saw two other brothers, James the son of Zebedee and John his brother, in the boat with their father Zebedee, mending their nets, and he called them.
2804160044	So they immediately left the boat and their father and followed him.
28041700ac	Then Jesus went throughout all of Galilee, teaching in their synagogues, preaching the gospel of the kingdom, and healing every disease and every sickness among the people.
28041800da	So the news about him went out into all of Syria, and the people brought to him all who were sick with various diseases, those suffering severe pain, the demon-possessed, epileptics, and paralytics. And he healed them.
2804190068	And large crowds followed him from Galilee, the Decapolis, Jerusalem, Judea, and from beyond the Jordan.
2805010067	When Jesus saw the crowds, he went up on the mountain. And when he sat down, his disciples came to him.
2805020031	Then he opened his mouth and taught them, saying,
2805030047	“Blessed are the poor in spirit, for theirs is the kingdom of heaven.
2805040038	Blessed are those who mourn, for they will be comforted.
2805050036	Blessed are the meek, for they will inherit the earth.
2805060053	Blessed are those who hunger and thirst for righteousness, for they will be filled.
2805070036	Blessed are the merciful, for they will receive mercy.
2805080035	Blessed are the pure in heart, for they will see God.
2805090041	Blessed are the peacemakers, for they will be called sons of God.
28050a0062	Blessed are those who are persecuted for righteousness' sake, for theirs is the kingdom of heaven.
28050b0075	Blessed are you when others reproach you, persecute you, and say all kinds of evil against you falsely on my account.
28050c007e	Rejoice and be glad, for great is your reward in heaven; for in the same way they persecuted the prophets who were before you.
28050d00b7	“You are the salt of the earth, but if salt loses its flavor, with what shall it be seasoned? It is no longer fit for anything but to be thrown out and trampled under people's feet.
28050e0049	“You are the light of the world. A city set on a hill cannot be hidden,
28050f0075	nor do people light a lamp and put it under a basket, but on a lampstand, and it shines for all who are in the house.
2805100075	Let your light shine before others in such a way that they may see your good works and glorify your Father in heaven.
280511007a	“Do not think that I have come to abolish the Law or the Prophets. I have not come to abolish them, but to fulfill them.
280512009d	For truly I say to you, until heaven and earth pass away, not one letter or stroke of a letter will by any means pass from the law until all is accomplished.
28051300f3	Therefore whoever does away with one of the least of these commandments and teaches others to do likewise will be called least in the kingdom of heaven, but whoever practices them and teaches them will be called great in the kingdom of heaven.
280514008a	For I tell you, unless your righteousness surpasses that of the scribes and Pharisees, you will certainly not enter the kingdom of heaven.
2805150088	“You have heard that it was said to those of old, ‘Yoʋ shall not murder,’ and, ‘Whoever murders will be subject to judgment.’
28051600fa	But I say to you that everyone who is rashly angry with his brother will be subject to judgment. Whoever says to his brother, ‘Yoʋ idiot,’ will be subject to the Sanhedrin. And whoever says, ‘Yoʋ fool,’ will be subject to the fires of hell.
2805170071	So if yoʋ are offering yoʋr gift at the altar and there remember that yoʋr brother has something against yoʋ,
2805180079	leave yoʋr gift there before the altar and go. First be reconciled to yoʋr brother, and then come and offer yoʋr gift.
28051900ca	Make friends with yoʋr adversary quickly while yoʋ are on the way with him, lest yoʋr adversary hand yoʋ over to the judge, and the judge hand yoʋ over to the guard, and yoʋ be thrown into prison.
28051a0063	Truly I say to yoʋ, yoʋ will certainly not come out of there until yoʋ have paid the last penny.
28051b0049	“You have heard that it was said, ‘Yoʋ shall not commit adultery.’
28051c0079	But I say to you that anyone who looks at a woman to lust after her has already committed adultery with her in his heart.
28051d00c8	So if yoʋr right eye causes yoʋ to stumble, pluck it out and throw it away from yoʋ. For it is better for yoʋ to have one of yoʋr members perish, than for yoʋr whole body to be thrown into hell.
28051e00c8	And if yoʋr right hand causes yoʋ to stumble, cut it off and throw it away from yoʋ. For it is better for yoʋ to have one of yoʋr members perish, than for yoʋr whole body to be thrown into hell.
28051f005c	“It was also said, ‘Whoever divorces his wife must give her a certificate of divorce.’
28052000a6	But I say to you that whoever divorces his wife, apart from a matter of fornication, makes her commit adultery. And whoever marries a divorced woman commits adultery.
2805210086	“Again, you have heard that it was said to those of old, ‘Yoʋ shall not break an oath, but shall keep yoʋr oaths to the Lord.’
2805220056	But I say to you, do not swear at all, neither by heaven, for it is the throne of God;
280523006e	nor by the earth, for it is the footstool of his feet; nor by Jerusalem, for it is the city of the great King.
2805240055	Neither shall yoʋ swear by yoʋr head, for yoʋ cannot make one hair white or black.
2805250078	But let your ‘Yes’ be ‘Yes’ and your ‘No’ be ‘No’; for whatever is more than these is from the evil one.
2805260054	“You have heard that it was said, ‘An eye for an eye and a tooth for a tooth.’
280527007f	But I say to you, do not resist one who is evil. Rather, if anyone slaps yoʋ on yoʋr right cheek, turn to him the other also.
2805280055	If anyone wants to sue yoʋ and take away yoʋr tunic, let him have yoʋr cloak also.
2805290046	And if anyone presses yoʋ into service for one mile, go with him two.
28052a0062	Give to everyone who asks of yoʋ, and do not turn away from anyone who wants to borrow from yoʋ.
28052b005e	“You have heard that it was said, ‘Yoʋ shall love yoʋr neighbor and hate yoʋr enemy.’
28052c0095	But I say to you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who mistreat you and persecute you,
28052d009a	so that you may be sons of your Father in heaven. For he makes his sun rise on the evil and the good, and sends rain on the righteous and the unrighteous.
28052e0068	For if you love those who love you, what reward do you have? Do not even the tax collectors do the same?
28052f007b	And if you greet only your friends, what are you doing that is out of the ordinary? Do not even the tax collectors do that?
2805300049	You therefore shall be perfect, just as your Father in heaven is perfect.
2806010086	“Be careful not to give to the needy in front of others to be seen by them, otherwise you have no reward from your Father in heaven.
28060200da	So when yoʋ give to the needy, do not sound a trumpet before yoʋ, as the hypocrites do in the synagogues and in the streets, so that they may be praised by others. Truly I say to you, they have received their reward.
2806030060	But when yoʋ give to the needy, do not let yoʋr left hand know what yoʋr right hand is doing,
280604006c	so that yoʋr giving may be in secret. Then yoʋr Father who sees in secret will himself reward yoʋ openly.
28060500d5	“When yoʋ pray, do not be like the hypocrites. For they love to pray standing in the synagogues and at the street corners so that they may be seen by others. Truly I say to you, they have received their reward.
28060600a7	But when yoʋ pray, go into yoʋr inner room, shut yoʋr door, and pray to yoʋr Father who is in secret. Then yoʋr Father who sees in secret will reward yoʋ openly.
2806070090	“And when you pray, do not babble on repetitiously like the Gentiles do, for they think they will be heard because of their use of many words.
280608004c	Do not be like them, for your Father knows what you need before you ask him.
2806090042	Pray then like this: Our Father in heaven, hallowed be yoʋr name.
28060a0044	Yoʋr kingdom come. Yoʋr will be done, on earth as it is in heaven.
28060b0021	Give us this day our daily bread.
28060c0034	And forgive us our debts, as we forgive our debtors.
28060d007f	And lead us not into temptation, but deliver us from evil. For yoʋrs is the kingdom and the power and the glory forever. Amen.
28060e0057	For if you forgive others their trespasses, your heavenly Father will also forgive you.
28060f0064	But if you do not forgive others their trespasses, neither will your Father forgive your trespasses.
28061000ba	“When you fast, do not be gloomy like the hypocrites, for they disfigure their faces so that others will see that they are fasting. Truly I say to you, they have received their reward.
280611003a	But when yoʋ fast, anoint yoʋr head and wash yoʋr face,
280612008a	so that no one will see that yoʋ are fasting except yoʋr Father who is in secret. Then yoʋr Father who sees in secret will reward yoʋ.
2806130069	“Do not store up treasures on earth, where moth and rust destroy, and where thieves break in and steal.
2806140074	But store up treasures in heaven, where neither moth nor rust destroys, and where thieves do not break in and steal.
280615003a	For where your treasure is, there will your heart be also.
2806160067	“The lamp of the body is the eye. If then yoʋr eye is clear, yoʋr whole body will be full of light.
2806170089	But if yoʋr eye is bad, yoʋr whole body will be full of darkness. If then the light within yoʋ is darkness, how great is the darkness!
28061800a4	“No one can serve two masters, for either he will hate one and love the other, or he will be devoted to one and despise the other. You cannot serve God and money.
28061900ca	“Therefore I tell you, do not be anxious about your life, what you will eat and what you will drink, or about your body, what you will wear. Is not life more than food and the body more than clothing?
28061a0095	Look at the birds of the sky: They do not sow or reap or gather into barns, yet your heavenly Father feeds them. Are you not of more value than they?
28061b004c	Which of you by being anxious can add a single moment to yoʋr span of life?
28061c0072	And why are you anxious about clothing? Consider the lilies of the field, how they grow: They do not toil or spin,
28061d0054	yet I tell you that not even Solomon in all his glory was clothed like one of these.
28061e00a1	Now if God so clothes the grass of the field, which is alive today and tomorrow is thrown into the oven, will he not much more clothe you, O you of little faith?
28061f0077	Therefore do not be anxious, saying, ‘What will we eat?’ or, ‘What will we drink?’ or, ‘What will we wear?’
2806200064	For the Gentiles seek after all these things, and your heavenly Father knows that you need them all.
2806210063	But seek first the kingdom of God and his righteousness, and all these things will be added to you.
280622008d	“Therefore do not be anxious about tomorrow, for tomorrow will be anxious about its own matters. Sufficient for the day is its own trouble.
2807010030	“Do not judge, so that you will not be judged.
2807020070	For with the judgment you pronounce you will be judged, and with the measure you use it will be measured to you.
2807030060	Why do yoʋ see the speck in yoʋr brother's eye, but do not consider the beam in yoʋr own eye?
280704007b	Or how will yoʋ say to yoʋr brother, ‘Let me take the speck out of yoʋr eye,’ when there is a beam in yoʋr own eye?
2807050081	Hypocrite! First take the beam out of yoʋr own eye, and then yoʋ will see clearly to take the speck out of yoʋr brother's eye.
280706009c	“Do not give what is holy to dogs, and do not throw your pearls before pigs, lest they trample them with their feet, and then turn and tear you to pieces.
2807070069	“Ask, and it will be given to you; seek, and you will find; knock, and the door will be opened for you.
2807080068	For everyone who asks receives; and he who seeks finds; and for him who knocks, the door will be opened.
280709005a	Or what man is there among you, who, if his son asks him for bread, will give him a stone;
28070a0033	and if he asks for a fish, will give him a serpent?
28070b0096	If you then, being evil, know how to give good gifts to your children, how much more will your Father in heaven give good things to those who ask him!
28070c007b	“Therefore whatever you wish that others would do to you, do the same also to them, for this is the Law and the Prophets.
28070d0090	“Enter through the narrow gate, for wide is the gate, and broad is the way that leads to destruction, and there are many who enter through it.
28070e0061	How narrow is the gate, and restricted the way that leads to life, and there are few who find it!
28070f0062	“Beware of false prophets, who come to you in sheep's clothing but inwardly are ravenous wolves.
280710005f	By their fruits you will know them. Do people gather grapes from thorns, or figs from thistles?
2807110058	In the same way, every good tree produces good fruit, but a bad tree produces bad fruit.
2807120050	A good tree cannot produce bad fruit, neither can a bad tree produce good fruit.
2807130051	Every tree that does not produce good fruit is cut down and thrown into the fire.
280714002d	Therefore by their fruits you will know them.
2807150089	“Not everyone who says to me, ‘Lord, Lord,’ will enter the kingdom of heaven, but only he who does the will of my Father in heaven.
280716009c	Many will say to me on that day, ‘Lord, Lord, did we not prophesy in yoʋr name, and in yoʋr name cast out demons, and in yoʋr name do many miracles?’
2807170062	Then I will declare to them, ‘I never knew you; depart from me, you who practice lawlessness.’
280718007a	“Everyone then who hears these words of mine and does them I will compare to a wise man who built his house on the rock.
280719007f	The rain fell, the floods came, and the winds blew and beat on that house, but it did not fall, for it was founded on the rock.
28071a0082	But everyone who hears these words of mine and does not do them will be compared to a foolish man who built his house on the sand.
28071b0077	The rain fell, the floods came, and the winds blew and beat against that house, and it fell, and great was its fall.”
28071c0054	When Jesus finished saying these things, the crowds were astonished at his teaching,
28071d004e	because he was teaching them as one who had authority, and not as the scribes.
2808010042	When Jesus came down from the mountain, large crowds followed him.
2808020074	And behold, a leper came and bowed down before him, saying, “Lord, if yoʋ are willing, yoʋ can make me clean.”
2808030081	So Jesus stretched out his hand and touched him, saying, “I am willing; be made clean.” Immediately his leprosy was cleansed.
28080400aa	Then Jesus said to him, “Be sure not to tell anyone about this, but go show yoʋrself to the priest, and offer the gift that Moses commanded, as a testimony to them.”
280805004b	When Jesus entered Capernaum, a centurion came to him and pleaded with him,
280806004e	saying, “Lord, my servant is lying paralyzed at home, suffering terribly.”
2808070032	Jesus said to him, “I will come and heal him.”
280808008b	But the centurion replied, “Lord, I am not worthy to have yoʋ enter under my roof, but just say the word, and my servant will be healed.
28080900c4	For I too am a man under authority, with soldiers under me. I say to this one, ‘Go,’ and he goes; and to another, ‘Come,’ and he comes; and to my servant, ‘Do this,’ and he does it.”
28080a0097	When Jesus heard this, he was amazed and said to those who were following him, “Truly I say to you, not even in Israel have I found such great faith.
28080b008c	I tell you that many will come from east and west, and recline with Abraham, Isaac, and Jacob at the banquet table in the kingdom of heaven,
28080c007f	but the sons of the kingdom will be cast into the outer darkness; in that place there will be weeping and gnashing of teeth.”
28080d0088	Then Jesus said to the centurion, “Go; it will be done for you just as yoʋ have believed.” And his servant was healed in that hour.
28080e005b	When Jesus came into Peter's house, he saw Peter's mother-in-law lying in bed with a fever.
28080f0055	So he touched her hand, and the fever left her. Then she rose and began to serve him.
280810008f	When evening came, many who were possessed by demons were brought to him, and he cast out the spirits with a word and healed all who were sick.
2808110074	This was to fulfill what had been spoken by the prophet Isaiah: “He took our infirmities and bore our diseases.”
2808120062	When Jesus saw the large crowds around him, he gave orders to depart to the other side of the sea.
280813005a	Then a scribe came up and said to him, “Teacher, I will follow yoʋ wherever yoʋ go.”
280814007f	Jesus said to him, “Foxes have holes, and the birds of the sky have nests, but the Son of Man has nowhere to lay his head.”
280815005a	Then another of his disciples said to him, “Lord, let me first go and bury my father.”
280816004d	But Jesus said to him, “Follow me, and let the dead bury their own dead.”
280817003a	Then he got into the boat, and his disciples followed him.
2808180072	And behold, a great storm arose on the sea, so that the boat was being swamped by the waves. But Jesus was asleep.
2808190059	So the disciples came to him and woke him, saying, “Lord, save us! We are perishing!”
28081a0091	But he said to them, “Why are you afraid, O you of little faith?” Then he rose and rebuked the winds and the sea, and there was a great calm.
28081b006a	And the men were amazed, saying, “What kind of man is this, that even the winds and the sea obey him?”
28081c00cb	When Jesus came to the other side of the sea, to the region of the Gergesenes, he was met by two demon-possessed men who had come out of the tombs. They were so fierce that no one could pass by that way.
28081d0092	And behold, they cried out, “What do yoʋ have to do with us, Jesus, Son of God? Have yoʋ come here to torment us before the appointed time?”
28081e0042	Now at a distance from them there was a herd of many pigs feeding.
28081f0057	So the demons begged Jesus, “If yoʋ cast us out, let us go into the herd of pigs.”
28082000ad	He said to them, “Go.” So they came out and went into the herd of pigs, and behold, the whole herd of pigs rushed down the steep bank into the sea and died in the water.
2808210096	Those who had been feeding the pigs then ran off, went into the city, and reported everything, including what had happened to the demon-possessed men.
2808220076	And behold, the whole city went out to meet Jesus. And when they saw him, they begged him to depart from their region.
2809010055	After getting into the boat, Jesus went back across the sea and came to his own city.
28090200ac	And behold, some men brought to him a paralytic lying on a bed. When Jesus saw their faith, he said to the paralytic, “Take courage, son; yoʋr sins are forgiven yoʋ.”
2809030052	And behold, some of the scribes said to themselves, “This man is blaspheming.”
280904005a	Perceiving their thoughts, Jesus said, “Why are you thinking evil things in your hearts?
2809050057	Which is easier, to say, ‘Yoʋr sins are forgiven,’ or to say, ‘Rise and walk’?
28090600ae	But so that you may know that the Son of Man has authority on earth to forgive sins”—then he said to the paralytic—“Rise, pick up yoʋr bed, and go to yoʋr house.”
2809070021	So he rose and went to his house.
2809080060	When the crowds saw it, they were amazed and glorified God, who had given such authority to men.
2809090097	As Jesus went on from there, he saw a man named Matthew sitting at the tax booth. Jesus said to him, “Follow me,” so Matthew rose and followed him.
28090a008f	Later, as Jesus reclined at the table in Matthew's house, behold, many tax collectors and sinners came and reclined with him and his disciples.
28090b007a	When the Pharisees saw this, they said to his disciples, “Why is your teacher eating with tax collectors and sinners?”
28090c0064	When Jesus heard this, he said to them, “It is not the healthy who need a physician, but the sick.
28090d008d	Go and learn what this means: ‘I desire mercy and not sacrifice,’ for I did not come to call the righteous, but sinners to repentance.”
28090e0089	Then the disciples of John came to Jesus and said, “Why is it that we and the Pharisees fast often, but yoʋr disciples do not fast?”
28090f00c7	Jesus said to them, “Can the bridegroom's attendants mourn as long as the bridegroom is with them? But the days are coming when the bridegroom will be taken away from them, and then they will fast.
2809100088	No one puts a piece of unshrunk cloth on an old garment, for the patch would pull away from the garment, and a worse tear would be made.
28091100c1	Neither do people put new wine into old wineskins. For the wineskins would burst, spilling the wine and ruining the wineskins. But new wine is put into new wineskins, and both are preserved.”
28091200b4	As he said these things to them, behold, a ruler came and bowed down before him, saying, “My daughter has just now died, but come and lay yoʋr hand on her, and she will live.”
2809130039	So Jesus rose and followed him, and so did his disciples.
2809140084	And behold, a woman who had suffered from a flow of blood for twelve years came up behind him and touched the fringe of his garment.
280915004d	For she said to herself, “If only I touch his garment, I will be healed.”
2809160096	But when Jesus turned around and saw her, he said, “Take courage, daughter; yoʋr faith has healed yoʋ.” And the woman was healed from that hour.
2809170065	When Jesus came to the house of the ruler and saw the flute players and the crowd making a commotion,
2809180066	he said to them, “Go away, for the girl is not dead but sleeping.” And they began laughing at him.
2809190064	But when the crowd had been put outside, he went in and took hold of the girl's hand, and she arose.
28091a0036	And news of this spread throughout that entire region.
28091b006a	As Jesus went on from there, two blind men followed him, crying out, “Have mercy on us, Son of David!”
28091c00a2	When he went into the house, the blind men came to him, and Jesus said to them, “Do you believe that I am able to do this?” They said to him, “Yes, Lord.”
28091d005a	Then he touched their eyes, saying, “Let it be done for yoʋ according to your faith.”
28091e0068	And their eyes were opened. Then Jesus sternly warned them, “Make sure no one finds out about this.”
28091f004e	But they went out and spread the news about him throughout that entire region.
2809200056	As they were going away, behold, a mute man possessed by a demon was brought to Jesus.
280921008b	When the demon had been cast out, the mute man spoke, and the crowds were amazed, saying, “Such a thing has never been seen in Israel.”
2809220049	But the Pharisees said, “By the ruler of demons he casts out demons.”
28092300b9	Then Jesus went throughout all the cities and villages, teaching in their synagogues, preaching the gospel of the kingdom, and healing every disease and every sickness among the people.
2809240086	When he saw the crowds, he was moved with compassion for them, because they were harassed and helpless, like sheep without a shepherd.
2809250054	Then he said to his disciples, “The harvest is plentiful, but the workers are few.
280926004e	Therefore ask the Lord of the harvest to send out workers into his harvest.”
280a01008a	Then Jesus summoned his twelve disciples and gave them authority to cast out unclean spirits and to heal every disease and every sickness.
280a02009a	Now these are the names of the twelve apostles: first, Simon, who is called Peter, and Andrew his brother; James the son of Zebedee, and John his brother;
280a030088	Philip and Bartholomew; Thomas and Matthew the tax collector; James the son of Alphaeus, and Lebbaeus, who was given the name Thaddaeus;
280a040039	Simon the Cananite, and Judas Iscariot, who betrayed him.
280a050085	These twelve Jesus sent out, instructing them, “Do not go anywhere among the Gentiles, and do not enter any town of the Samaritans,
280a060037	but go rather to the lost sheep of the house of Israel.
280a07003c	As you go, preach that the kingdom of heaven has drawn near.
280a08005a	Heal the sick, cleanse lepers, and cast out demons. Freely you have received; freely give.
280a09002e	Take no gold, silver, or copper in your belts.
280a0a006c	Take no knapsack for your journey, no extra tunic, sandals, or staffs, for the worker is worthy of his food.
280a0b006d	Whenever you enter a town or village, inquire who in it is worthy, and stay there until you leave that place.
280a0c0038	As you enter the house, greet the people who live there.
280a0d006f	If the household is worthy, let your peace come upon it; but if it is not worthy, let your peace return to you.
280a0e0080	If anyone will not receive you or listen to your words, shake off the dust from your feet as you go out from that house or town.
280a0f007b	Truly I say to you, it will be more tolerable on the day of judgment for the land of Sodom and Gomorrah than for that town.
280a100076	“Behold, I am sending you out like sheep in the midst of wolves, so be as wise as serpents and as innocent as doves.
280a11005d	But beware of men, for they will deliver you up to councils and flog you in their synagogues.
280a120069	For my sake you will even be brought before governors and kings as witnesses to them and to the Gentiles.
280a130088	When they hand you over, do not be anxious about how to speak or what to say, for what you are to say will be given to you in that hour.
280a140054	For it will not be you speaking, but the Spirit of your Father speaking through you.
280a15008d	Brother will deliver up brother to death, and a father his child, and children will rise up against their parents and have them put to death.
280a160059	You will be hated by all because of my name, but he who endures to the end will be saved.
280a1700aa	When they persecute you in one town, flee to another, for truly I say to you, you will certainly not finish going through the towns of Israel before the Son of Man comes.
280a18004a	“A disciple is not above his teacher, nor is a servant above his master.
280a1900d3	It is sufficient for a disciple to be like his teacher and for a servant to be like his master. If they have called the master of the house Beelzebul, how much more will they malign the members of his household!
280a1a0087	“So do not be afraid of them, for there is nothing covered that will not be revealed, and nothing hidden that will not be made known.
280a1b0078	What I tell you in the darkness, speak in the light; and what you hear whispered in your ear, proclaim on the housetops.
