0100000007	Genesis
0a020b0062	And the time that David was king in Hebron over the house of Judah was seven years and six months.
0a020c006c	And Abner the son of Ner, and the servants of Ish-bosheth the son of Saul, went out from Mahanaim to Gibeon.
0a020d00ca	And Joab the son of Zeruiah, and the servants of David, went out, and met them by the pool of Gibeon. And they sat down, the one on the one side of the pool, and the other on the other side of the pool.
0a020e0070	And Abner said to Joab, Let the young men, I pray thee, arise and play before us. And Joab said, Let them arise.
0a020f0087	Then they arose and went over by number: twelve for Benjamin, and for Ish-bosheth the son of Saul, and twelve of the servants of David.
0a021000b8	And each man caught his fellow by the head, and thrust his sword in his fellow's side, so they fell down together. Therefore that place was called Helkath-hazzurim, which is in Gibeon.
0a02110073	And the battle was very severe that day. And Abner was beaten, and the men of Israel, before the servants of David.
0a02120077	And the three sons of Zeruiah were there, Joab, and Abishai, and Asahel. And Asahel was as light of foot as a wild roe.
0a02130072	And Asahel pursued after Abner, and in going he turned not to the right hand nor to the left from following Abner.
0a02140055	Then Abner looked behind him, and said, Is it thou, Asahel? And he answered, It is I.
0a021500b6	And Abner said to him, Turn thee aside to thy right hand or to thy left, and lay hold on one of the young men, and take his armor. But Asahel would not turn aside from following him.
0a0216009f	And Abner said again to Asahel, Turn thee aside from following me. Why should I smite thee to the ground? How then would I hold up my face to Joab thy brother?
0a02170128	However he refused to turn aside. Therefore Abner with the hinder end of the spear smote him in the body, so that the spear came out behind him. And he fell down there, and died in the same place. And it came to pass, that as many as came to the place where Asahel fell down and died stood still.
0a021800a1	But Joab and Abishai pursued after Abner. And the sun went down when they came to the hill of Ammah that lies before Giah by the way of the wilderness of Gibeon.
0a02190077	And the sons of Benjamin gathered themselves together after Abner, and became one band, and stood on the top of a hill.
0a021a00dd	Then Abner called to Joab, and said, Shall the sword devour for ever? Know thou not that it will be bitterness in the latter end? How long shall it be then, before thou bid the people return from following their brothers?
0a021b0092	And Joab said, As God lives unless thou had spoken, surely then in the morning the people would have gone up every man from following his brother.
0a021c007c	So Joab blew the trumpet. And all the people stood still, and pursued after Israel no more, neither did they fight any more.
0a021d0092	And Abner and his men went all that night through the Arabah, and they passed over the Jordan, and went through all Bithron, and came to Mahanaim.
0a021e0093	And Joab returned from following Abner. And when he had gathered all the people together, there lacked of David's servants nineteen men and Asahel.
0a021f0070	But the servants of David had smitten of Benjamin, and of Abner's men, so that three hundred and sixty men died.
0a022000ab	And they took up Asahel, and buried him in the sepulcher of his father, which was in Bethlehem. And Joab and his men went all night, and the day broke upon them at Hebron.
0a0301009c	Now there was long war between the house of Saul and the house of David. And David grew stronger and stronger, but the house of Saul grew weaker and weaker.
0a03020060	And sons were born to David in Hebron: and his firstborn was Amnon, of Ahinoam the Jezreelitess,
0a03030094	and his second, Chileab, of Abigail the wife of Nabal the Carmelite, and the third, Absalom the son of Maacah the daughter of Talmai king of Geshur,
0a03040059	and the fourth, Adonijah the son of Haggith, and the fifth, Shephatiah the son of Abital,
0a03050053	and the sixth, Ithream, of Eglah, David's wife. These were born to David in Hebron.
0a0306008f	And it came to pass, while there was war between the house of Saul and the house of David, that Abner made himself strong in the house of Saul.
0a03070094	Now Saul had a concubine whose name was Rizpah, the daughter of Aiah. And Ish-bosheth said to Abner, Why have thou gone in to my father's concubine?
0a03080141	Then Abner was very angry for the words of Ish-bosheth, and said, Am I a dog's head that belongs to Judah? This day I show kindness to the house of Saul thy father, to his brothers, and to his friends, and have not delivered thee into the hand of David, and yet thou charge me this day with a fault concerning this woman.
0a0309005e	God do so to Abner, and more also, if, as Jehovah has sworn to David, I do not even so to him,
0a030a0089	to transfer the kingdom from the house of Saul, and to set up the throne of David over Israel and over Judah, from Dan even to Beersheba.
0a030b0041	And he could not answer Abner another word because he feared him.
0a030c00bc	And Abner sent messengers to David on his behalf, saying, Whose is the land? And saying, Make thy league with me, and, behold, my hand shall be with thee to bring about all Israel to thee.
0a030d00c7	And he said, Well! I will make a league with thee, but one thing I require of thee. That is, thou shall not see my face unless thou first bring Michal, Saul's daughter, when thou come to see my face.
0a030e009d	And David sent messengers to Ish-bosheth, Saul's son, saying, Deliver to me my wife Michal whom I betrothed to me for a hundred foreskins of the Philistines.
0a030f0058	And Ish-bosheth sent, and took her from her husband, even from Paltiel the son of Laish.
0a03100084	And her husband went with her, weeping as he went, and followed her to Bahurim. Then Abner said to him, Go, return, and he returned.
0a03110075	And Abner had communication with the elders of Israel, saying, In times past ye sought for David to be king over you.
0a031200c3	Now then do it, for Jehovah has spoken of David, saying, By the hand of my servant David I will save my people Israel out of the hand of the Philistines, and out of the hand of all their enemies.
0a031300ad	And Abner also spoke in the ears of Benjamin. And Abner also went to speak in the ears of David in Hebron all that seemed good to Israel, and to the whole house of Benjamin.
0a03140076	So Abner came to David to Hebron, and twenty men with him. And David made Abner and the men who were with him a feast.
0a031500ee	And Abner said to David, I will arise and go, and will gather all Israel to my lord the king that they may make a covenant with thee, and that thou may reign over all that thy soul desires. And David sent Abner away, and he went in peace.
0a031600c2	And, behold, the servants of David and Joab came from a foray, and brought in a great spoil with them, but Abner was not with David in Hebron, for he had sent him away, and he was gone in peace.
0a031700a5	When Joab and all the army that was with him came, they told Joab, saying, Abner the son of Ner came to the king, and he has sent him away, and he has gone in peace.
0a03180094	Then Joab came to the king, and said, What have thou done? Behold, Abner came to thee. Why is it that thou have sent him away, and he is quite gone?
0a03190088	Thou know Abner the son of Ner, that he came to deceive thee, and to know thy going out and thy coming in, and to know all that thou do.
0a031a008b	And when Joab came out from David, he sent messengers after Abner, and they brought him back from the well of Sirah, but David knew it not.
0a031b00c7	And when Abner was returned to Hebron, Joab took him aside into the midst of the gate to speak with him quietly, and smote him there in the body, so that he died, for the blood of Asahel his brother.
0a031c0088	And afterward, when David heard it, he said, I and my kingdom are guiltless before Jehovah forever of the blood of Abner the son of Ner.
0a031d00e2	Let it fall upon the head of Joab, and upon all his father's house. And let there not fail from the house of Joab one who has an issue, or who is a leper, or who leans on a staff, or who falls by the sword, or who lacks bread.
0a031e0070	So Joab and Abishai his brother killed Abner because he had killed their brother Asahel at Gibeon in the battle.
0a031f00aa	And David said to Joab, and to all the people who were with him, Rend your clothes, and gird you with sackcloth, and mourn before Abner. And king David followed the bier.
0a0320007b	And they buried Abner in Hebron. And the king lifted up his voice, and wept at the grave of Abner, and all the people wept.
0a0321004b	And the king lamented for Abner, and said, Should Abner die as a fool dies?
0a0322009e	Thy hands were not bound, nor thy feet put into fetters. As a man falls before the sons of iniquity, so did thou fall. And all the people wept again over him.
0a032300bc	And all the people came to cause David to eat bread while it was yet day, but David swore, saying, God do so to me, and more also, if I taste bread, or anything else, till the sun is down.
0a0324006b	And all the people took notice of it, and it pleased them, as whatever the king did pleased all the people.
0a0325006e	So all the people and all Israel understood that day that it was not of the king to kill Abner the son of Ner.
0a03260070	And the king said to his servants, Know ye not that there is a prince and a great man fallen this day in Israel?
0a0327009d	And I am this day weak, though anointed king, and these men the sons of Zeruiah are too hard for me. Jehovah reward the evildoer according to his wickedness.
0a04010078	And when Saul's son, heard that Abner was dead in Hebron, his hands became feeble, and all the Israelites were troubled.
0a040200de	And Saul's son had two men who were captains of bands. The name of the one was Baanah, and the name of the other Rechab, the sons of Rimmon the Beerothite, of the sons of Benjamin, for Beeroth also is reckoned to Benjamin.
0a04030053	And the Beerothites fled to Gittaim, and have been sojourners there until this day.
0a0404011e	Now Jonathan, Saul's son, had a son who was lame in his feet. He was five years old when the news came of Saul and Jonathan out of Jezreel, and his nurse took him up, and fled. And it came to pass, as she made haste to flee, that he fell, and became lame. And his name was Mephibosheth.
0a0405009c	And the sons of Rimmon the Beerothite, Rechab and Baanah, went, and came about the heat of the day to the house of Ish-bosheth, as he took his rest at noon.
0a040600a3	And they came there into the midst of the house as though they would have fetched wheat, and they smote him in the body. And Rechab and Baanah his brother escaped.
0a040700bc	Now when they came into the house, as he lay on his bed in his bedchamber, they smote him, and killed him, and beheaded him, and took his head, and went by the way of the Arabah all night.
0a040800f2	And they brought the head of Ish-bosheth to David to Hebron, and said to the king, Behold, the head of Ish-bosheth, the son of Saul, thine enemy, who sought thy life. And Jehovah has avenged my lord the king this day of Saul, and of his seed.
0a040900a7	And David answered Rechab and Baanah his brother, the sons of Rimmon the Beerothite, and said to them, As Jehovah lives, who has redeemed my soul out of all adversity,
0a040a00b2	when he who told me, saying, Behold, Saul is dead, thinking to have brought good news, I took hold of him, and killed him in Ziklag, which was the reward I gave him for his news.
0a040b00a8	How much more, when evil men have slain a righteous man in his own house upon his bed, shall I not now require his blood of your hand, and take you away from the earth?
0a040c00e4	And David commanded his young men, and they killed them, and cut off their hands and their feet, and hanged them up beside the pool in Hebron. But they took the head of Ish-bosheth, and buried it in the grave of Abner in Hebron.
0a05010070	Then all the tribes of Israel came to David to Hebron, and spoke, saying, Behold, we are thy bone and thy flesh.
0a050200c5	In times past, when Saul was king over us, it was thou who led out and brought in Israel. And Jehovah said to thee, Thou shall be shepherd of my people Israel, and thou shall be prince over Israel.
0a050300a4	So all the elders of Israel came to the king to Hebron. And king David made a covenant with them in Hebron before Jehovah, and they anointed David king over Israel.
0a0504004e	David was thirty years old when he began to reign, and he reigned forty years.
0a05050085	In Hebron he reigned over Judah seven years and six months, and in Jerusalem he reigned thirty-three years over all Israel and Judah.
0a050600ea	And the king and his men went to Jerusalem against the Jebusites, the inhabitants of the land, who spoke to David, saying, Unless thou take away the blind and the lame, thou shall not come in here, thinking, David cannot come in here.
0a0507004e	Nevertheless David took the stronghold of Zion; the same is the city of David.
0a050800dc	And David said on that day, Whoever smites the Jebusites, let him get up to the watercourse, and smite the lame and the blind, the hated by David's soul, because the blind and the lame say, He cannot come into the house.
0a05090076	And David dwelt in the stronghold, and called it the city of David. And David built round about from Millo and inward.
0a050a0050	And David grew greater and greater, for Jehovah, the God of hosts, was with him.
0a050b007b	And Hiram king of Tyre sent messengers to David, and cedar trees, and carpenters, and masons, and they built David a house.
0a050c0088	And David perceived that Jehovah had established him king over Israel, and that he had exalted his kingdom for his people Israel's sake.
0a050d0092	And David took for him more concubines and wives out of Jerusalem, after he came from Hebron, and there were yet sons and daughters born to David.
0a050e0071	And these are the names of those who were born to him in Jerusalem: Shammua, and Shobab, and Nathan, and Solomon,
0a050f002f	and Ibhar, and Elishua, and Nepheg, and Japhia,
0a05100028	and Elishama, and Eliada, and Eliphelet.
0a051100b0	And when the Philistines heard that they had anointed David king over Israel, all the Philistines went up to seek David. And David heard of it, and went down to the stronghold.
0a0512004c	Now the Philistines had come and spread themselves in the valley of Rephaim.
0a051300d0	And David inquired of Jehovah, saying, Shall I go up against the Philistines? Will thou deliver them into my hand? And Jehovah said to David, Go up, for I will certainly deliver the Philistines into thy hand.
0a051400c5	And David came to Baal-perazim, and David smote them there. And he said, Jehovah has broken my enemies before me, like the breach of waters. Therefore he called the name of that place Baal-perazim.
0a05150047	And they left their images there, and David and his men took them away.
0a05160056	And the Philistines came up yet again, and spread themselves in the valley of Rephaim.
0a0517008e	And when David inquired of Jehovah, he said, Thou shall not go up. Make a circuit behind them, and come upon them opposite the mulberry trees.
0a051800cd	And it shall be, when thou hear the sound of marching in the tops of the mulberry trees, that then thou shall bestir thyself, for then Jehovah has gone out before thee to smite the army of the Philistines.
0a05190069	And David did so, as Jehovah commanded him, and smote the Philistines from Geba until thou come to Gezer.
0a06010050	And David again gathered together all the chosen men of Israel, thirty thousand.
0a060200d5	And David arose, and went with all the people who were with him, from Baale-judah, to bring up from there the ark of God, which is called by the Name, even the name of Jehovah of hosts who sits above the cherubim.
0a060300ac	And they set the ark of God upon a new cart, and brought it out of the house of Abinadab that was on the hill. And Uzzah and Ahio, the sons of Abinadab, drove the new cart.
0a0604007b	And they brought it out of the house of Abinadab, which was on the hill, with the ark of God, and Ahio went before the ark.
0a060500c5	And David and all the house of Israel played before Jehovah with all manner of instruments of fir-wood, and with harps, and with psalteries, and with timbrels, and with castanets, and with cymbals.
0a06060082	And when they came to the threshing-floor of Nacon, Uzzah put forth to the ark of God, and took hold of it, for the oxen stumbled.
0a0607007f	And the anger of Jehovah was kindled against Uzzah, and God smote him there for his error, and he died there by the ark of God.
0a06080079	And David was displeased, because Jehovah had broken forth upon Uzzah. And he called that place Perez-uzzah, to this day.
0a0609005f	And David was afraid of Jehovah that day, and he said, How shall the ark of Jehovah come to me?
0a060a008f	So David would not remove the ark of Jehovah to him into the city of David, but David carried it aside into the house of Obed-edom the Gittite.
0a060b0085	And the ark of Jehovah remained in the house of Obed-edom the Gittite three months, and Jehovah blessed Obed-edom, and all his house.
0a060c00f2	And it was told king David, saying, Jehovah has blessed the house of Obed-edom, and all that pertains to him, because of the ark of God. And David went and brought up the ark of God from the house of Obed-edom into the city of David with joy.
0a060d0072	And it was so, that, when those who bore the ark of Jehovah had gone six paces, he sacrificed an ox and a fatling.
0a060e005c	And David danced before Jehovah with all his might. And David was girded with a linen ephod.
0a060f0074	So David and all the house of Israel brought up the ark of Jehovah with shouting, and with the sound of the trumpet.
0a061000d6	And it was so, as the ark of Jehovah came into the city of David, that Michal the daughter of Saul looked out at the window, and saw king David leaping and dancing before Jehovah, and she despised him in her heart.
0a061100be	And they brought in the ark of Jehovah, and set it in its place, in the midst of the tent that David had pitched for it. And David offered burnt offerings and peace offerings before Jehovah.
0a0612008d	And when David had made an end of offering the burnt offering and the peace offerings, he blessed the people in the name of Jehovah of hosts.
0a061300e3	And he dealt among all the people, even among the whole multitude of Israel, both to men and women, to every one a cake of bread, and a portion of flesh, and a cake of raisins. So all the people departed every one to his house.
0a0614011a	Then David returned to bless his household. And Michal the daughter of Saul came out to meet David, and said, How glorious was the king of Israel today, who uncovered himself today in the eyes of the handmaids of his servants as one of the vain fellows shamelessly uncovers himself!
0a061500cc	And David said to Michal, It was before Jehovah, who chose me above thy father, and above all his house, to appoint me prince over the people of Jehovah, over Israel. Therefore I will play before Jehovah.
0a06160098	And I will be yet more vile than this, and will be base in my own sight, but of the handmaids of whom thou have spoken, of them I shall be had in honor.
0a06170045	And Michal the daughter of Saul had no child to the day of her death.
0a07010077	And it came to pass, when the king dwelt in his house, and Jehovah had given him rest from all his enemies round about,
0a0702007a	that the king said to Nathan the prophet, See now, I dwell in a house of cedar, but the ark of God dwells within curtains.
0a07030057	And Nathan said to the king, Go, do all that is in thy heart, for Jehovah is with thee.
0a07040054	And it came to pass the same night, that the word of Jehovah came to Nathan, saying,
0a0705005d	Go and tell my servant David, Thus says Jehovah, Shall thou build a house for me to dwell in?
0a070600a1	For I have not dwelt in a house since the day that I brought up the sons of Israel out of Egypt, even to this day, but have walked in a tent and in a tabernacle.
0a070700e2	In all places in which I have walked with all the sons of Israel, did I speak a word with any of the tribes of Israel, whom I commanded to be shepherd of my people Israel, saying, Why have ye not built for me a house of cedar?
0a070800c4	Now therefore thus thou shall say to my servant David, Thus says Jehovah of hosts, I took thee from the sheepfold, from following the sheep, that thou should be prince over my people, over Israel.
0a070900bc	And I have been with thee wherever thou went, and have cut off all thine enemies from before thee. And I will make thee a great name, like the name of the great ones that are on the earth.
0a070a00ce	And I will appoint a place for my people Israel, and will plant them, that they may dwell in their own place, and be moved no more. Neither shall the sons of iniquity afflict them any more, as at the first,
0a070b00bf	and as from the day that I commanded judges to be over my people Israel, and I will cause thee to rest from all thine enemies. Moreover Jehovah tells thee that Jehovah will make thee a house.
0a070c00ad	When thy days are fulfilled, and thou shall sleep with thy fathers, I will set up thy seed after thee, who shall proceed out of thy bowels, and I will establish his kingdom.
0a070d005b	He shall build a house for my name, and I will establish the throne of his kingdom forever.
0a070e0096	I will be his father, and he shall be my son. If he commits iniquity, I will chasten him with the rod of men, and with the stripes of the sons of men,
0a070f0065	but my loving kindness shall not depart from him, as I took it from Saul whom I put away before thee.
0a0710006e	And thy house and thy kingdom shall be made sure forever before thee; thy throne shall be established forever.
0a07110059	According to all these words, and according to all this vision, so Nathan spoke to David.
0a07120095	Then David the king went in, and sat before Jehovah. And he said, Who am I, O lord Jehovah, and what is my house, that thou have brought me thus far?
0a071300c6	And this was yet a small thing in thine eyes, O lord Jehovah, but thou have spoken also of thy servant's house for a great while to come, and this too according to the manner of men, O lord Jehovah!
0a0714004f	And what can David say more to thee? For thou know thy servant, O lord Jehovah.
0a07150079	For thy word's sake, and according to thine own heart, thou have wrought all this greatness, to make thy servant know it.
0a0716009f	Therefore thou are great, O Jehovah God, for there is none like thee, neither is there any God besides thee, according to all that we have heard with our ears.
0a0717012c	And what one nation on the earth is like thy people, even like Israel, whom God went to redeem to himself for a people, and to make him a name, and to do great things for you, and awesome things for thy land, before thy people whom thou redeemed to thee out of Egypt, from the nations and their gods?
0a07180076	And thou established to thyself thy people Israel to be a people to thee forever, and thou, Jehovah, became their God.
0a07190098	And now, O Jehovah God, the word that thou have spoken concerning thy servant, and concerning his house, confirm it forever, and do as thou have spoken.
0a071a0098	And let thy name be magnified forever, saying, Jehovah of hosts is God over Israel, and the house of thy servant David shall be established before thee.
0a071b00bb	For thou, O Jehovah of hosts, the God of Israel, have revealed to thy servant, saying, I will build thee a house. Therefore thy servant has found in his heart to pray this prayer to thee.
0a071c0076	And now, O lord Jehovah, thou are God, and thy words are truth, and thou have promised this good thing to thy servant.
0a071d00de	Now therefore let it please thee to bless the house of thy servant, that it may continue forever before thee, for thou, O lord Jehovah, have spoken it. And with thy blessing let the house of thy servant be blessed forever.
0a080100a4	And after this it came to pass, that David smote the Philistines, and subdued them. And David took the bridle of the mother city out of the hand of the Philistines.
0a080200e6	And he smote Moab, and measured them with the line, making them to lie down on the ground. And he measured two lines to put to death, and one full line to keep alive. And the Moabites became servants to David, and brought tribute.
0a0803006c	David also smote Hadadezer the son of Rehob, king of Zobah, as he went to recover his dominion at the River.
0a080400b1	And David took from him a thousand and seven hundred horsemen, and twenty thousand footmen. And David hocked all the chariot horses, but reserved of them for a hundred chariots.
0a08050079	And when the Syrians of Damascus came to aid Hadadezer king of Zobah, David smote of the Syrians twenty-two thousand men.
0a080600a1	Then David put garrisons in Syria of Damascus, and the Syrians became servants to David, and brought tribute. And Jehovah gave victory to David wherever he went.
0a08070069	And David took the shields of gold that were on the servants of Hadadezer, and brought them to Jerusalem.
0a0808005e	And from Betah and from Berothai, cities of Hadadezer, king David took exceedingly much brass.
0a08090053	And when Toi king of Hamath heard that David had smitten all the army of Hadadezer,
0a080a00fd	then Toi sent Joram his son to king David to salute him, and to bless him, because he had fought against Hadadezer and smitten him, for Hadadezer had wars with Toi. And Joram brought with him vessels of silver, and vessels of gold, and vessels of brass.
0a080b007a	These also king David dedicated to Jehovah with the silver and gold that he dedicated of all the nations which he subdued:
0a080c0093	of Syria, and of Moab, and of the sons of Ammon, and of the Philistines, and of Amalek, and of the spoil of Hadadezer, son of Rehob, king of Zobah.
0a080d0079	And David got a name for him when he returned from smiting the Syrians in the Valley of Salt, even eighteen thousand men.
0a080e00a6	And he put garrisons in Edom. He put garrisons throughout all Edom, and all the Edomites became servants to David. And Jehovah gave victory to David wherever he went.
0a080f0062	And David reigned over all Israel. And David executed justice and righteousness to all his people.
0a0810005e	And Joab the son of Zeruiah was over the army, and Jehoshaphat the son of Ahilud was recorder,
0a08110065	and Zadok the son of Ahitub, and Ahimelech the son of Abiathar, were priests, and Seraiah was scribe,
0a08120073	and Benaiah the son of Jehoiada was over the Cherethites and the Pelethites, and David's sons were chief ministers.
0a09010073	And David said, Is there yet any who is left of the house of Saul that I may show him kindness for Jonathan's sake?
0a090200a8	And there was of the house of Saul a servant whose name was Ziba, and they called him to David. And the king said to him, Are thou Ziba? And he said, Thy servant is he.
0a090300b3	And the king said, Is there not yet any of the house of Saul that I may show the kindness of God to him? And Ziba said to the king, Jonathan has yet a son who is lame in his feet.
0a09040086	And the king said to him, Where is he? And Ziba said to the king, Behold, he is in the house of Machir the son of Ammiel, in Lo-debar.
0a09050062	Then king David sent, and fetched him out of the house of Machir the son of Ammiel, from Lo-debar.
0a090600b3	And Mephibosheth, the son of Jonathan, the son of Saul, came to David, and fell on his face, and did obeisance. And David said, Mephibosheth. And he answered, Behold, thy servant!
0a090700d1	And David said to him, Fear not, for I will surely show thee kindness for Jonathan thy father's sake, and will restore to thee all the land of Saul thy father, and thou shall eat bread at my table continually.
0a09080067	And he did obeisance, and said, What is thy servant that thou should look upon such a dead dog as I am?
0a09090090	Then the king called to Ziba, Saul's servant, and said to him, All that pertained to Saul and to all his house I have given to thy master's son.
0a090a0110	And thou shall till the land for him, thou, and thy sons, and thy servants. And thou shall bring in the fruits that thy master's son may have bread to eat, but Mephibosheth thy master's son shall always eat bread at my table. Now Ziba had fifteen sons and twenty servants.
0a090b00c9	Then Ziba said to the king, According to all that my lord the king commands his servant, so shall thy servant do. As for Mephibosheth, the king said, he shall eat at my table as one of the king's sons.
0a090c007c	And Mephibosheth had a young son, whose name was Mica. And all who dwelt in the house of Ziba were servants to Mephibosheth.
0a090d0071	So Mephibosheth dwelt in Jerusalem, for he ate continually at the king's table. And he was lame in both his feet.
0a0a010070	And it came to pass after this, that the king of the sons of Ammon died, and Hanun his son reigned in his stead.
0a0a0200e7	And David said, I will show kindness to Hanun the son of Nahash, as his father showed kindness to me. So David sent by his servants to comfort him concerning his father. And David's servants came into the land of the sons of Ammon.
0a0a0300f2	But the rulers of the sons of Ammon said to Hanun their lord, Think thou that David honors thy father, in that he has sent comforters to thee? Has not David sent his servants to thee to search the city, and to spy it out, and to overthrow it?
0a0a0400a2	So Hanun took David's servants, and shaved off the one half of their beards, and cut off their garments in the middle, even to their buttocks, and sent them away.
0a0a0500a4	When they told it to David, he sent to meet them, for the men were greatly ashamed. And the king said, Tarry at Jericho until your beards be grown, and then return.
0a0a060107	And when the sons of Ammon saw that they had become odious to David, the sons of Ammon sent and hired the Syrians of Beth-rehob, and the Syrians of Zobah, twenty thousand footmen, and the king of Maacah with a thousand men, and the men of Tob twelve thousand men.
0a0a07004d	And when David heard of it, he sent Joab, and all the army of the mighty men.
0a0a0800bf	And the sons of Ammon came out, and put the battle in array at the entrance of the gate. And the Syrians of Zobah and of Rehob, and the men of Tob and Maacah, were by themselves in the field.
0a0a0900a1	Now when Joab saw that the battle was set against him in front and behind, he chose from all the choice men of Israel, and put them in array against the Syrians.
0a0a0a0081	And the rest of the people he committed into the hand of Abishai his brother. And he put them in array against the sons of Ammon.
0a0a0b009b	And he said, If the Syrians be too strong for me, then thou shall help me, but if the sons of Ammon be too strong for thee, then I will come and help thee.
0a0a0c0087	Be of good courage, and let us play the man for our people, and for the cities of our God. And Jehovah do that which seems good to him.
0a0a0d006f	So Joab and the people who were with him drew near to the battle against the Syrians. And they fled before him.
0a0a0e00b9	And when the sons of Ammon saw that the Syrians had fled, they likewise fled before Abishai, and entered into the city. Then Joab returned from the sons of Ammon, and came to Jerusalem.
0a0a0f006a	And when the Syrians saw that they were put to the worse before Israel, they gathered themselves together.
0a0a1000a3	And Hadarezer sent, and brought out the Syrians who were beyond the River, and they came to Helam, with Shobach the captain of the army of Hadarezer at their head.
0a0a1100b6	And it was told David. And he gathered all Israel together, and passed over the Jordan, and came to Helam. And the Syrians set themselves in array against David, and fought with him.
0a0a1200c6	And the Syrians fled before Israel. And David killed of the Syrians the men of seven hundred chariots, and forty thousand horsemen, and smote Shobach the captain of their army so that he died there.
0a0a1300d5	And when all the kings who were servants to Hadarezer saw that they were put to the worse before Israel, they made peace with Israel, and served them. So the Syrians were afraid to help the sons of Ammon any more.
0a0b0100f5	And it came to pass, at the return of the year, at the time when kings go out to battle, that David sent Joab, and his servants with him, and all Israel. And they destroyed the sons of Ammon, and besieged Rabbah. But David remained at Jerusalem.
0a0b0200c9	And it came to pass at evening, that David arose from off his bed, and walked upon the roof of the king's house. And from the roof he saw a woman bathing, and the woman was very beautiful to look upon.
0a0b030087	And David sent and inquired after the woman. And one said, Is not this Bathsheba, the daughter of Eliam, the wife of Uriah the Hittite?
0a0b0400a0	And David sent messengers, and took her. And she came in to him, and he lay with her (for she was purified from her uncleanness), and she returned to her house.
0a0b050050	And the woman conceived. And she sent and told David, and said, I am with child.
0a0b060058	And David sent to Joab, saying, Send me Uriah the Hittite. And Joab sent Uriah to David.
0a0b070071	And when Uriah came to him, David asked of him how Joab did, and how the people fared, and how the war prospered.
0a0b080094	And David said to Uriah, Go down to thy house, and wash thy feet. And Uriah departed out of the king's house, and a gift from the king followed him.
0a0b090074	But Uriah slept at the door of the king's house with all the servants of his lord, and did not go down to his house.
0a0b0a00a8	And when they had told David, saying, Uriah did not go down to his house, David said to Uriah, Have thou not come from a journey? Why did thou not go down to thy house?
0a0b0b0124	And Uriah said to David, The ark, and Israel, and Judah, abide in booths, and my lord Joab, and the servants of my lord, are encamped in the open field. Shall I then go into my house, to eat and to drink, and to lie with my wife? As thou live, and as thy soul lives, I will not do this thing.
0a0b0c008b	And David said to Uriah, Remain here today also, and tomorrow I will let thee depart. So Uriah abode in Jerusalem that day, and the morrow.
0a0b0d00c0	And when David had called him, he ate and drank before him, and he made him drunk. And at evening he went out to lie on his bed with the servants of his lord, but did not go down to his house.
0a0b0e0068	And it came to pass in the morning, that David wrote a letter to Joab, and sent it by the hand of Uriah.
0a0b0f0091	And he wrote in the letter, saying, Set ye Uriah in the forefront of the hottest battle, and retire ye from him, that he may be smitten, and die.
0a0b100081	And it came to pass, when Joab kept watch upon the city, that he assigned Uriah to the place where he knew that valiant men were.
0a0b11009a	And the men of the city went out, and fought with Joab. And there fell some of the people, even of the servants of David, and Uriah the Hittite died also.
0a0b120040	Then Joab sent and told David all the things concerning the war.
0a0b13007a	And he charged the messenger, saying, When thou have made an end of telling all the things concerning the war to the king,
0a0b1400a2	it shall be that, if the king's wrath arise, and he says to thee, Why did ye go so near to the city to fight? Did ye not know that they would shoot from the wall?
0a0b1500e7	Who smote Abimelech the son of Jerubbesheth? Did not a woman cast an upper millstone upon him from the wall so that he died at Thebez? Why did ye go so near the wall? Then thou shall say, Thy servant Uriah the Hittite is dead also.
0a0b16004a	So the messenger went, and came and told David all that Joab had sent him.
0a0b170099	And the messenger said to David, The men prevailed against us, and came out to us into the field, and we were upon them even to the entrance of the gate.
0a0b180092	And the shooters shot at thy servants from off the wall. And some of the king's servants are dead, and thy servant Uriah the Hittite is dead also.
0a0b1900e4	Then David said to the messenger, Thus thou shall say to Joab, Let not this thing displease thee, for the sword devours one as well as another. Make thy battle stronger against the city, and overthrow it. And encourage thou him.
0a0b1a0067	And when the wife of Uriah heard that Uriah her husband was dead, she made lamentation for her husband.
0a0b1b00ad	And when the mourning was past, David sent and took her home to his house, and she became his wife, and bore him a son. But the thing that David had done displeased Jehovah.
0a0c010088	And Jehovah sent Nathan to David. And he came to him, and said to him, There were two men in one city: the one rich, and the other poor.
0a0c020033	The rich man had exceedingly many flocks and herds,
0a0c0300fb	but the poor man had nothing except one little ewe lamb, which he had bought and nourished up. And it grew up together with him, and with his sons. It ate of his own morsel, and drank of his own cup, and lay in his bosom, and was to him as a daughter.
0a0c0400df	And there came a traveler to the rich man, and he spared to take of his own flock and of his own herd to dress for the wayfaring man who came to him, but took the poor man's lamb, and dressed it for the man who came to him.
0a0c05008b	And David's anger was greatly kindled against the man, and he said to Nathan, As Jehovah lives, the man who has done this is worthy to die.
0a0c06005e	And he shall restore the lamb fourfold, because he did this thing, and because he had no pity.
0a0c0700a1	And Nathan said to David, Thou are the man. Thus says Jehovah, the God of Israel, I anointed thee king over Israel, and I delivered thee out of the hand of Saul.
0a0c0800cc	And I gave thee thy master's house, and thy master's wives into thy bosom, and gave thee the house of Israel and of Judah. And if that had been too little, I would have added to thee such and such things.
0a0c0900e6	Why have thou despised the word of Jehovah, to do that which is evil in his sight? Thou have smitten Uriah the Hittite with the sword, and have taken his wife to be thy wife, and have slain him with the sword of the sons of Ammon.
