2800000007	Matthew
28030a0087	But already the ax is laid to the root of the trees; therefore every tree not producing good fruit is hewn down and cast into the fire.
28030b00c1	I indeed baptize you with water unto repentance, but there is One coming after me more powerful than I, whose sandals I am not worthy to carry; He will baptize you with the Holy Ghost and fire.
28030c00a5	Whose fan is in His hand, and He will thoroughly purify His threshing-floor, and gather His wheat into the garner, and will burn up the chaff with unquenchable fire.
28030d0053	Then cometh Jesus from Galilee to Jordan unto John, in order to be baptized by him.
28030e0065	And John continued to forbid Him saying, I have need to be baptized by thee, and comest thou unto me?
28030f007d	And Jesus responding said to him; Suffer it now; for thus it is becoming us to fulfil all righteousness. Then he suffers Him.
28031000ac	And Jesus having been baptized, came up straightway from the water; and behold, the heavens were opened and He saw the Spirit of God, descending like a dove, coming on Him.
2803110057	And behold, a voice from the heavens, saying; This is my beloved Son in whom I delight.
2804010054	Then Jesus was led up into the wilderness by the Spirit, to be tempted by the devil.
2804020045	And having fasted forty days and forty nights, He afterward hungered.
2804030078	And the tempter having come to Him, said; If thou art the Son of God, speak in order that these stones may become bread.
280404008e	And He responding said; It has been written, A man shall not live upon bread alone, but upon every word coming forth through the mouth of God.
2804050058	Then the devil takes Him into the holy city and stood Him on the pinnacle of the temple,
28040600e6	and says to Him; If thou art the Son of God, cast thyself down; for it has been written, That He will give His angels charge concerning thee, and upon their hand they will bear thee, lest thou mayest dash thy foot against a stone.
2804070054	Jesus said to him; Again it has been written, Thou shalt not tempt the Lord thy God.
2804080083	Again the devil takes Him into an exceedingly high mountain, and shows Him all the kingdoms of the world and the glory of the same,
2804090038	and said to Him; All these things will I give unto thee,
28040a00b8	If having fallen down thou mayest worship me: then Jesus says to him, Get behind me, Satan; for it has been written; Thou shalt worship the Lord thy God, and Him only shalt thou serve.
28040b0062	Then the devil leaveth Him; and behold, the angels came to Him and continued to minister unto Him.
28040c004d	And Jesus having heard that John was cast into prison, departed into Galilee.
28040d007d	And having left Nazareth, having come into Capernaum, by the seaside, in the borders of Zabulon and Naphtali, He dwelt there;
28040e005b	in order that the word having been spoken by Isaiah the prophet might be fulfilled, saying,
28040f0060	Thou land Zabulon and land Naphtali, way of the sea, beyond the Jordan, Galilee of the Gentiles,
280410007a	the people sitting in darkness saw a great light, and to those sitting in the valley and shadow of death, light sprang up.
2804110066	From that time Jesus began to preach, and to say, Repent; for the kingdom of the heavens draweth nigh.
28041200a1	And He walking by the sea of Galilee, saw two brothers, Simon who is called Peter, and Andrew his brother, casting their net into the sea; for they were fishers.
2804130049	And He says to them, Follow after me, and I will make you fishers of men.
280414003b	And immediately, having left their nets, they followed Him.
28041500b4	And going forth from thence, He saw two other brothers, James the son of Zebedee, and John his brother, in a ship with Zebedee their father, mending their nets; and He called them.
2804160049	And immediately having left the ship and their father, they followed Him.
28041700aa	And Jesus was going round all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing every disease and every malady among the people.
28041800ca	And His fame went forth into all Syria: and they brought Him all who were sick, afflicted with various diseases and torments, and the demonized, and the lunatics, and the paralytics; and He healed them.
280419006a	And many multitudes followed Him from Galilee and Decapolis and Jerusalem and Judea and beyond the Jordan.
2805010068	And seeing the multitudes, He went up into the mountain; and having sat down, His disciples came to Him.
2805020033	And having opened His mouth He taught them, saying;
280503004d	Blessed are the poor in spirit: because the kingdom of the heavens is theirs.
280504003b	Blessed are the meek, because they shall inherit the earth.
280505003d	Blessed are they that mourn: because they shall be comforted.
280506005a	Blessed are they that hunger and thirst after righteousness: because they shall be filled.
280507003b	Blessed are the merciful: because they shall receive mercy.
280508003a	Blessed are the pure in heart: because they shall see God.
280509004a	Blessed are the peacemakers: because they shall be called the sons of God.
28050a0067	Blessed are they, who are persecuted for righteousness' sake: for the kingdom of the heavens is theirs.
28050b007d	Blessed are ye when they may despise you, and shall persecute you, and may say all evil against you, falsifying, for my sake.
28050c0093	Rejoice, and he exceedingly glad: because your reward is great in the heavens: for in this manner they persecuted the prophets who were before you.
28050d00bb	Ye are the salt of the earth; and if the salt may lose its savor, in what shall it be salted? It is yet without value, except having been cast out, to be trodden under feet by the people.
28050e0053	Ye are the light of the world. A city sitting on a mountain is unable to be hidden.
28050f0080	Neither do they light a candle, and place it under a bushel, but on the candlestick; and it shineth to all who are in the house.
2805100085	Let your light so shine before the people, in order that they may see your good works, and glorify your Father who is in the heavens.
2805110060	Think not that I came to destroy the law of the prophets: I came not to destroy, but to fulfill.
2805120092	For truly I say unto you, Until heaven and earth may pass away, one jot or tittle can not pass from the law, until all things may be accomplished.
28051300fe	Therefore if any one may break one of the least of these commandments, and so teach the people, he shall be called the least in the kingdom of the heavens: but whosoever may do and teach them, the same shall be called great in the kingdom of the heavens.
280514009d	For I say unto you, that if your righteousness may not abound more than that of the scribes and Pharisees, you can not enter into the kingdom of the heavens.
2805150084	You have heard that it was said to the ancients, Thou shalt not murder; and whosoever may murder shall be in danger of the judgment;
2805160103	but I say unto you that every one being angry with his brother, shall be in danger of the judgment; and whosoever may say to his brother, Thou scoundrel, shall be in danger of the council; and whosoever may say, Thou fool, shall be liable unto a hell of fire.
2805170072	Therefore if you may bring your gift to the altar, and there remember that your brother has something against you,
2805180076	leave there your gift before the altar, and go, first be reconciled to your brother, then having come offer your gift.
28051900bd	Be reconciled with your adversary quickly, while you are in the way with him; lest the adversary may deliver you to the judge, and the judge to the officer, and you may be cast into prison.
28051a005b	Truly I say unto you, You can not go out from thence until you have paid the last farthing.
28051b0040	You have heard that it was said, Thou shalt not commit adultery.
28051c0086	But I say unto you that every one looking on a woman in order to lust after her hath already committed adultery with her in his heart.
28051d00ba	And if thy right eye offend thee, pluck it out, and cast it from thee: for it is profitable to thee that one of thy members may perish, and not that thy whole body may go away into hell.
28051f0052	And it was said, Whosoever may send away his wife, let him give her a divorcement.
28052000bf	But I say unto you, that every one sending away his wife, except on account of fornication, causeth her to commit adultery: and whosoever may marry her who has been cast off commits adultery.
2805210081	Again you have heard that it was said to the ancients, Thou shalt not swear falsely, but shall perform unto the Lord thine oaths.
2805220059	But I say unto you, Swear not at all; neither by heaven, because it is the throne of God;
280523007a	nor by the earth, because it is the footstool of His feet; neither by Jerusalem, because it is the city of the great King.
2805240053	Neither swear by thy head, because thou art unable to make one hair white or black.
2805250068	But let your speech be, Yea, yea; Nay, nay; but that which aboundeth more than these is of the evil one.
280526004c	You have heard that it was said, An eye for an eye, and a tooth for a tooth.
280527007a	But I say unto you, Resist not him that is evil: but whosoever smites thee on thy right cheek, turn to him the other also:
280528005d	to him wishing to prosecute thee at law, and take away thy coat, let him have the cloak also.
280529003a	Whosoever shall compel thee to go a mile, go with him two.
28052a005b	Give to the one asking thee, and do not turn away from the one wishing to borrow from thee.
28052b0053	You have heard that it was said, Thou shalt love thy neighbor and hate thine enemy.
28052c0092	But I say unto you, Love your enemies with a divine love, bless those who curse you and pray for those who despitefully use you and persecute you:
28052d00b6	in order that you may be the sons of your Father who is in the heavens: because He raises up His sun on the wicked and on the good, and rains on the righteous and on the unrighteous.
28052e0061	For if you love those that love you, what reward have ye? because the publicans also do the same.
28052f0066	If you salute your brethren only, what do ye more abundantly? do not the heathens also the same thing?
280530004a	Therefore ye shall be perfect, as your Father who is in heaven is perfect.
28060100a0	But take heed that you do not your righteousness before the people, in order to be seen by them: else you have no reward with your Father who is in the heavens:
28060200e1	therefore when you may do alms, do not sound a trumpet before you, as the hypocrites do in the synagogues and in the streets, in order that they may be glorified by the people: truly I say unto you, They exhaust their reward.
280603004a	But thou doing alms, let not thy left hand know what thy right hand doeth:
2806040065	in order that thine alms may be in secret: and thy Father who sees in secret will reward thee openly.
28060500e6	And when you pray, be not like the hypocrites: because they love to pray standing in the synagogues and in the corners of the streets, in order that they may appear unto the people. Truly I say unto you, They exhaust their reward.
28060600ae	But when thou mayest pray, enter into thy closet, and having closed thy door, pray to thy Father who is in secret, and thy Father who seeth in secret will reward thee openly.
2806070075	And praying do not use vain repetitions as the heathen do: for they think they shall be heard in their much speaking.
2806080068	Therefore be not like unto them: for your Father knows of what things you have need, before you ask him.
2806090061	Therefore pray ye after this manner: Our Father who art in the heavens, let thy name be hallowed:
28060a004d	let thy kingdom come: let thy will be done, as in heaven, even so upon earth:
28060b0021	give us this day our daily bread:
28060c003f	and forgive us our debts, as we have also forgiven our debtors:
28060d003e	lead us not into temptation, but deliver us from the evil one.
28060e0062	For if you may not forgive the people their trespasses, your heavenly Father will not forgive you:
28060f0057	and if you do not forgive the people, your Father will not forgive you your trespasses.
28061000cf	And when you may fast, be not like the hypocrites, of a sad contenance: for they disfigure their faces, in order that they may appear unto the people fasting. Truly I say unto you, They exhaust their reward.
2806110036	But thou, fasting, anoint thy head, and wash thy face;
280612009f	in order that thou mayest not appear unto the people fasting, but to thy Father who is in secret: and thy Father, who seeth in secret, will reward thee openly.
2806130075	Lay not up for yourselves treasures upon the earth, where moth and rust corrupt, and thieves break through and steal:
280614007e	but lay up for yourselves treasures in heaven, where moth and rust do not corrupt, and thieves do not break through and steal:
280615003a	for where your treasure is, there will be your heart also.
2806160060	For the light of the body is the eye. If thine eye may be clear, thy whole body will he lighted.
280617007e	If thine eye may be bad, thy whole body will be dark. Then if the light which is in you is darkness, the darkness is so great.
28061800a9	No one is able to serve two masters: for he will hate the one, and love the other; or cleave to the one, and despise the other. You are not able to serve God and mammon.
28061900b8	Therefore I say unto you, Be not solicitous for your soul what you may eat, nor for your body what you may put on. Is not your soul more valuable than food, and your body than raiment?
28061a00aa	Look unto the fowls of heaven, how they sow not, neither do they reap, nor gather into barns; and your heavenly Father feedeth them. Are you not more excellent than they?
28061b0051	And which one of you being solicitous is able to add one moment to his existence?
28061c007f	And why are you solicitous concerning raiment? Know the lilies of the field how they grow; they toil not, neither do they spin.
28061d0052	But I say unto you, that Solomon in all his glory was not arrayed as one of these.
28061e0088	But if God so clothed the verdure of the field, existing today and tomorrow cast into the oven, how much more you, O ye of little faith?
28061f006b	Therefore be not solicitous, saying, What can we eat? or what can we drink? or with what can we be clothed?
2806200075	For after all these things the heathen were seeking; for your heavenly Father knoweth that you need all these things.
2806210060	But seek first the kingdom, and His righteousness; and all these things shall be added unto you.
2806220087	Therefore be not solicitous unto the morrow: for the morrow will be solicitous for itself. Sufficient unto the day is the evil thereof.
280701002e	Criticise not, that you may not be criticised.
280702007f	For with what criticism you criticise, you will be criticised: and with what measure you measure, it will be measured unto you.
2807030078	But why do you see the mote which is in the eye of your brother, and do not recognize the beam which is in your own eye?
2807040084	Or how will you say to your brother, Permit me, I will cast out the mote from your eye; and behold, there is a beam in your own eye?
2807050088	O hypocrite, first cast out the beam from your own eye, and then you will see clearly to cast out the mote from the eye of your brother.
28070600ac	Give not that which is holy to the dogs, neither cast your pearls before the swine, lest they may trample them under their feet, and having turned round tear you to pieces.
2807070065	Ask, and it shall be given unto you; seek, and ye shall find; knock, and it shall be opened unto you.
2807080065	For every one asking receives; and the one seeking finds; and to the one knocking it shall be opened.
2807090055	What man is there of you, whom, if his son shall ask bread, he will give him a stone?
28070a003d	And if he may ask a fish, whether will he give him a serpent?
28070b00a8	Therefore if you, being evil, know how to give good gifts to your children, how much more shall your Father who is in the heavens give good things to them that ask Him?
28070c008c	Therefore all things whatsoever you may wish that the people may do unto you, do ye even so unto them: for this is the law and the prophets.
28070d00a1	Enter ye in through the narrow gate: because wide is the gate and broad is the way, that leadeth to destruction, and many there are, who are going in through it.
28070e006a	Because narrow is the gate, and contracted the way, that leadeth into life, and few there are who find it.
28070f006a	But beware of false prophets, who come to you in sheep's clothing, but inwardly they are rapacious wolves.
280710006f	You shall know them by their fruits. Do the people gather the grape-bunches from thorns, or figs from thistles?
2807110051	So every good tree produces good fruits; and a corrupt tree produces evil fruits.
280712006b	A good tree is not able to produce evil fruits, neither is a corrupt tree able to produce beautiful fruits.
280713004c	Every tree not producing beautiful fruit is cut down and cast into the fire.
2807140038	Therefore you shall know them perfectly by their fruits.
2807150093	Not every one saying to me, Lord, Lord, shall enter into the kingdom of the heavens; but he that doeth the will of my Father who is in the heavens.
2807160099	Many will say to me in that day, Lord, Lord, have we not prophesied in thy name, and in thy name cast out demons, and in thy name done many mighty works?
280717005a	Then I will confess unto them that I never knew you: depart from me, ye who work iniquity.
2807180081	Then every one who hears these words of mine, and does them, I will liken him unto a wise man, who built his house upon the rock.
2807190094	And the rain came down, and the rivers came, and the winds blew, and fell against that house; and it did not fall; for it was founded upon the rock.
28071a0086	And every one hearing these words of mine, and doing them not, shall be likened unto a foolish man, who built his house upon the sand.
28071b0088	And the rain came down, and the rivers came, and the winds blew, and beat against that house; and it fell: and great was the fall of it.
28071c0069	And it came to pass when Jesus finished these discourses, the multitudes were astonished at His teaching:
28071d0049	for He was teaching them as one having authority, and not as the scribes.
2808010040	And many multitudes followed Him, coming down from the mountain.
280802007c	And behold, a leper, having come, continued to worship Him, saying; Lord, if you may be willing, you are able to cleanse me.
2808030082	And Jesus, reaching forth His hand, touched him, saying, I am willing; be thou cleansed. And immediately his leprosy was cleansed.
280804009d	And Jesus says to him, See that you may tell no one; but go, show thyself to the priest, and offer the gift which Moses commanded, for a testimony unto them.
280805004b	And He having come into Capernaum, a centurion came to Him, entreating Him,
280806004d	and saying; Lord, my servant lies in the house paralyzed, terribly tormented.
2808070033	And Jesus says to him, Having come I will heal him.
2808080098	And the centurion responding said, Lord, I am not worthy that thou mayest come in under my roof: but speak the word only, and my servant will be healed.
28080900b6	For I am also a man under authority, having soldiers under me: and I say to this one, Go, and he goes; and to another, Come, and he comes; and to my servant, Do this, and he does it.
28080a007e	And Jesus hearing, was astonished, and said to those following, Truly I say unto you, I did not find so great faith in Israel.
28080b0092	And I say unto you, that many will come from the east and from the west, and sit up with Abraham, Isaac, and Jacob, in the kingdom of the heavens:
28080c0074	but the sons of the kingdom shall be cast out into outer darkness: and there shall be weeping and gnashing of teeth.
28080d0081	And Jesus said to the centurion, Go; and let it be done unto thee as thou hast believed. And his servant was healed at that hour.
28080e0067	And Jesus having come into the house of Peter, saw his mother-in-law prostrated and burning with fever.
28080f0060	And He touched her hand, and the fever left her; and she arose, and began to minister unto them.
2808100081	And it being evening, they brought to Him many demonized people: and He cast out the demons by His word, and healed all the sick;
2808110084	in order that the word spoken by Isaiah the prophet might be fulfilled, saying, He took our infirmities, and carried our sicknesses.
2808120055	And Jesus seeing the multitudes about Him, gave command to go away to the other side.
2808130062	And one scribe having come, said to Him, Teacher, I will follow thee whithersoever thou mayest go.
2808140085	And Jesus says to him, The foxes have holes, and the birds of heaven nests; but the Son of man has not where He may recline His head.
280815005e	And another of His disciples said to Him, Lord, permit me first to go away and bury my father.
2808160043	And Jesus says to him, Follow me; and let the dead bury their dead.
280817003a	And His disciples followed Him, having come into the ship.
280818006d	And behold, there was a great storm on the sea, so that the ship was covered by the waves: and He was asleep.
2808190052	And the disciples having come, awoke Him, saying, Lord, save us; we are perishing.
28081a008f	And He says to them, Why are you afraid, O ye of little faith? Then having arisen, He rebuked the wind and the sea; and there was a great calm.
28081b0064	And the men were astonished, saying, What sort of a man is this, because winds and the sea obey him?
28081c00b8	Two demoniacs met Him, having come to the other side into the country of the Gadarenes, coming out from the tombs, exceedingly fierce, so that no one was able to pass through that way.
28081d0083	And behold, they cried out, saying, What is there to us and thee, O Son of God? have you come hither to torment us before the time?
28081e003b	And a herd of many swine was feeding a great way from them.
28081f0070	And the demons continued to intreat him, saying, If you cast us out, permit us to depart into the herd of swine.
28082000ab	And He said to them, Go. And they having gone out, went away into the herd of swine; and the whole herd rushed down the precipice into the sea, and perished in the waters.
2808210079	And the herders fled, and having gone away into the city, proclaimed all things, and those appertaining to the demonized.
280822007a	And behold, the whole city came out to meet Jesus; and seeing Him, intreated Him, that He should depart from their coasts.
280901004f	And having embarked into the ship, He crossed over, and came into His own city.
28090200af	And behold, they were bringing to Him a paralyzed man, lying on a bed: and Jesus seeing their faith said to the paralytic, Be of good cheer, child, thy sins are forgiven thee.
2809030054	And behold, certain ones of the scribes said among themselves; This man blasphemeth.
280904004b	And Jesus seeing their thoughts said, Why do you think evil in your hearts?
2809050058	For whether is it easier, to say, Thy sins are forgiven thee; or, Arise, and walk about?
28090600af	But in order that you may know that the Son of man has power on earth to forgive sins, (then He says to the paralytic), Having arisen, take thy bed, and depart into thy house.
2809070031	And having arisen, he came away to his own house.
280908005b	And the multitude seeing, were astonished, and glorified God, who giveth such power to men.
2809090099	And Jesus passing along from thence, saw a man sitting at the toll, called Matthew; and He says to him, Follow me. And having arisen up, he followed Him.
28090a009f	And it came to pass, He was sitting at the table in the house, behold, many publicans and sinners, having come were sitting along with Jesus and His disciples.
28090b006c	And the Pharisees seeing, said to His disciples, Wherefore does your teacher eat with publicans and sinners?
28090c0068	And Jesus hearing said to them, They that are whole have no need of a physician, but they that are sick.
28090d0087	But having gone, learned what this is, I wish mercy and not sacrifice: for I came not to call the righteous, but sinners to repentance.
28090e0075	Then the disciples of John come to Him, saying, Wherefore do we and the Pharisee fast, but thy disciples do not fast?
28090f00d1	And Jesus said to them, The sons of the bride-chamber are not able to fast, so long as the bridegroom is with them. But the day will come, when the bride-groom must be taken from them, and then they will fast.
280910007f	But no one puts a piece of new cloth on an old garment; for it takes its fullness from the garment, and the rent is made worse.
28091100c8	Neither do they put new wine in old bottles: lest the bottles are broken, and the wine poured out, and the bottles shall perish: but they put the new wine into the new bottles, and both are preserved.
28091200c0	And He speaking these things to them, behold a certain ruler having come, continued to worship Him, saying, My daughter just now died: but having come put your hand on her, and she shall live.
2809130037	And Jesus having risen, follows him, and His disciples.
2809140075	And behold, a woman, having an issue of blood twelve years, and coming to Him behind, touched the hem of His garment.
280915005a	For she continued to say within herself, If I may only touch His garment, I will be saved.
2809160085	And the woman was saved from that hour. And Jesus turning and seeing her said, Be of good cheer, daughter; thy faith hath saved thee.
2809170067	And Jesus having come into the house of the ruler, and seeing the flute-players, and the weeping crowd,
2809180057	says to them; Retire: for the damsel is not dead, but sleepeth. And they hooted at Him.
280919005d	And when the crowd was put out, coming to her, He took her by the hand, and the damsel arose.
28091a002f	And this news went out into that whole country.
28091b0045	And two blind men followed Him, going thence, crying out, and saying,
28091c00bd	Have mercy on us, thou Son of David. And the blind men came to Him, having come into the house: and Jesus says to them, Do you believe that I am able to do this? They say to Him, Yea, Lord.
28091d004b	Then He touched their eyes, saying, Be it unto you according to your faith.
28091e0054	And their eyes were opened. And Jesus charged them, saying, See that no one know it.
28091f0045	But they having gone out, spread abroad His fame in all that country.
2809200046	And they going out, behold, they brought to Him a dumb man, demonized.
280921005f	And the demon having been cast out, the dumb spoke. And the multitudes were astonished, saying,
280922007f	Never did it so appear in Israel. And the Pharisees continued to say, He casts out the demons through the prince of the demons.
28092300a5	And Jesus was going around all the cities and villages, teaching in their synagogues, and preaching the gospel of the kingdom, and healing every disease and ailment.
280924008b	And seeing the multitudes, He was moved in compassion in their behalf, because they were fleeced and deserted, as sheep having no shepherd.
2809250053	Then He says to His disciples, The harvest truly is great and the laborers are few;
2809260058	therefore pray the Lord of the harvest that he may send forth laborers into His harvest.
280a01008c	And calling His twelve disciples, He gave them power over unclean spirits, so as to cast them out, and heal every disease, and every malady.
280a020093	And these are the names of the apostles: first, Simon, who is called Peter, and Andrew his brother; James the son of Zebedee, and John his brother;
280a03006f	Philip and Bartholomew; Thomas and Matthew the publican; James the son of Alpheus, and Lebbeus called Thaddeus;
280a040047	Simon the Zealot; and Judas Iscariot, the one also having betrayed Him.
280a05007f	And Jesus sent out the twelve, commanding them, Go not in the way of the Gentiles, and enter not into a city of the Samaritans.
280a06003a	But go ye rather to the lost sheep of the house of Israel.
280a070046	And going, preach, saying, That the kingdom of the heavens is at hand.
280a080068	Heal the sick, raise the dead, cleanse the lepers, cast out demons: freely you did receive, freely give.
280a090036	Take not gold, nor silver, nor copper in your girdles;
280a0a006e	nor valise for your journey, neither two coats, nor sandals, nor staff: for the laborer is worthy of his food.
280a0b007b	And into whatsoever city or village you may enter, investigate who in it is worthy; and there abide until you may go hence.
280a0c0022	And going into a house, salute it.
280a0d0075	And if the house may be worthy, let your peace come on it: but if it may be unworthy, let your peace return unto you.
280a0e007d	And whosoever may not receive you, nor hear your words, going out from that house or city, shake off the dust from your feet.
280a0f007d	Truly I say unto you, It will be more tolerable for the land of Sodom and Gomorrah in the day of judgment than for that city.
280a100074	Behold, I send you forth like sheep in the midst of wolves: be ye therefore wise as serpents, and harmless as doves.
280a110065	Beware of men: for they will deliver you up to the sanhedrins, and will beat you in their synagogues;
280a12006a	and they will lead you before governors and kings for my sake, for a testimony unto them and the Gentiles.
280a130088	And when they may deliver you, be not solicitous how or what you may speak: for it will be given unto you in that hour what you may say.
280a140051	For you are not those speaking, but the Spirit of your Father is speaking in you.
280a150088	And brother will deliver brother unto death, and the father the child: and children will rise up against parents, and put them to death.
280a160072	And you will be hated by all on account of my name: but he that persevereth unto the end, the same shall be saved.
280a1700a1	And when they may persecute you in this city, fly to another: for truly I say unto you, You may not complete the cities of Israel, until the Son of man may come.
280a180046	The disciple is not above his teacher, nor the servant above his lord.
280a1900ab	It is sufficient for the disciple that he may be as his teacher, and the servant, as his lord: if they call the landlord Beelzebul, how much more the inmates of his house?
280a1a007a	Therefore fear them not; for there is nothing hidden, that shall not be revealed; nothing secret, that shall not be known.
280a1b007c	What I say unto you in the darkness, speak ye in the light: and whatsoever you hear in the ear, proclaim upon the housetops.
280a1c0097	Be not afraid of those who kill the body, but are not able to kill the soul: but fear ye, rather him who is able to destroy both soul and body in hell.
280a1d0067	Are not two sparrows sold for a penny? and one of them will not fall to the ground without your Father.
280a1e002c	But the hairs of your head are all numbered.
280a1f0038	Then fear not; you are of more value than many sparrows.
280a20007c	Therefore every one who shall confess me before the people, I will also confess him before my Father, who is in the heavens.
280a210069	But whosoever may deny me before the people, I will also deny him before my Father who is in the heavens.
280a220058	Think not that I came to send peace on the earth: I came not to send peace, but a sword.
280a230086	For I came to divide a man against his father, and the daughter against her mother, and the daughter-in-law against her mother-in-law:
280a24003e	and the enemies of a man will be the inmates of his own house.
280a250087	He that loveth father and mother more than me is not worthy of me; and he that loveth son or daughter more than me is not worthy of me.
280a26004b	Whosoever does not take his cross and follow after me, is not worthy of me.
280a270063	The one having found his soul shall lose it; and the one losing his soul for my sake shall find it.
280a28005e	The one receiving you will receive me, and the one receiving me will receive Him that sent me.
